Disease ID,Disease Name,Val Recall-at-50,Val Mean Rank,Val Recall-at-10,Val AUROC,Val Recall-at-25,Val Mean Average Precision,Val Recall-at-100
C0080178,Spina Bifida,0.2,4263.0,0.1,0.59890466908,0.2,0.0248036734869,0.2
C0006118,Brain Neoplasms,0.05,4275.5,0.05,0.720979226649,0.05,0.0111152261814,0.316666666667
C1458155,Mammary Neoplasms,0.0146951219512,1803.16670732,0.0,0.902773151992,0.00493902439024,0.038769802036,0.0542682926829
C0400966,Non-alcoholic Fatty Liver Disease,0.025,4902.9,0.0,0.608734953757,0.0,0.00311422435499,0.1
C1843367,Poor school performance,0.0,11746.9,0.0,0.499029892313,0.0,6.03375331912e-05,0.0
C0005944,Metabolic Bone Disorder,0.2,4568.1,0.0,0.59803220866,0.1,0.00796029568315,0.2
C0699790,Colon Carcinoma,0.0333333333333,2106.45,0.0,0.828354928095,0.0,0.00908734651289,0.233333333333
C0007222,Cardiovascular Diseases,0.24,4209.48,0.02,0.656951225182,0.16,0.0216820883832,0.32
C0040034,Thrombocytopenia,0.383333333333,2821.0,0.133333333333,0.715188839873,0.283333333333,0.0356327957816,0.433333333333
C0011860,"Diabetes Mellitus, Non-Insulin-Dependent",0.0645833333333,3756.41208333,0.0,0.747766113395,0.0254166666667,0.0162481007654,0.155416666667
C1832200,Peroxisome biogenesis disorders,1.0,2.2,1.0,0.999941984591,1.0,0.583333333333,1.0
C0567312,Menopause present (finding),0.0,10411.8,0.0,0.498714020427,0.0,7.8916253223e-05,0.0
C1112705,Nuclear non-senile cataract,0.4,3361.15,0.4,0.699839870039,0.4,0.300032488198,0.4
C0333641,Atrophic,0.0,7253.6,0.0,0.597765350165,0.0,0.00334784554706,0.2
C0036920,Sezary Syndrome,0.0,2149.18333333,0.0,0.835532875079,0.0,0.00787048604882,0.216666666667
C0006142,Malignant neoplasm of breast,0.05,7190.68571429,0.0166666666667,0.664994627765,0.0333333333333,0.00836843022526,0.164285714286
C0243026,Sepsis,0.133333333333,948.65,0.0333333333333,0.780314357355,0.0833333333333,0.0149587491508,0.566666666667
C0002895,"Anemia, Sickle Cell",0.2,6111.0,0.0,0.59842901564,0.2,0.013846650225,0.2
C0003123,Anorexia,0.35,2819.4,0.15,0.674141212515,0.35,0.0749299576548,0.35
C0020445,"Hypercholesterolemia, Familial",0.45,2464.25,0.15,0.724280441948,0.45,0.0479695848289,0.45
C0005695,Bladder Neoplasm,0.0281818181818,3158.19272727,0.0,0.775326960811,0.00909090909091,0.00909862766115,0.0463636363636
C0149931,Migraine Disorders,0.1,8030.15,0.1,0.596992321149,0.1,0.0283459868609,0.166666666667
C0018784,Sensorineural Hearing Loss (disorder),0.222222222222,2008.66666667,0.111111111111,0.609811686571,0.222222222222,0.0155916490067,0.222222222222
C0524620,Metabolic Syndrome X,0.175,6229.475,0.05,0.609803169734,0.1,0.0109109568452,0.225
C0041948,Uremia,0.2,2575.2,0.05,0.672401346332,0.15,0.0224751503535,0.3
C0026848,Myopathy,0.166666666667,3104.66666667,0.05,0.664337962103,0.05,0.0115398629156,0.333333333333
C0018781,Noise-induced hearing loss,0.4,5736.4,0.4,0.699902561247,0.4,0.300027838352,0.4
C0020615,Hypoglycemia,0.0,4927.8,0.0,0.498918642967,0.0,4.64080193057e-05,0.0
C0023467,"Leukemia, Myelocytic, Acute",0.0174242424242,3198.02045455,0.0,0.755278653915,0.0,0.0105662964877,0.0787878787879
C0026691,Mucocutaneous Lymph Node Syndrome,0.15,9515.4,0.0,0.574168059036,0.15,0.00941676894042,0.15
C0022665,Kidney Neoplasm,0.183333333333,3472.23333333,0.0,0.729232079269,0.0,0.00981163546113,0.316666666667
C0026603,Motion Sickness,0.0,13822.8,0.0,0.499338532238,0.0,6.49815664879e-05,0.0
C0024305,"Lymphoma, Non-Hodgkin",0.233333333333,2721.63333333,0.0,0.763168872378,0.15,0.015296711173,0.333333333333
C0024301,"Lymphoma, Follicular",0.15,4102.06666667,0.1,0.639181293338,0.1,0.0256015067621,0.283333333333
C0011849,Diabetes Mellitus,0.0666666666667,4158.88333333,0.0,0.686988480654,0.0666666666667,0.00776082802132,0.133333333333
C0235833,Congenital diaphragmatic hernia,0.35,5940.45,0.0,0.674184303351,0.35,0.0218578837312,0.35
C0018772,"Hearing Loss, Partial",0.0,11551.8833333,0.0,0.499043417692,0.0,0.000102148495253,0.0
C0030193,Pain,0.09,3914.965,0.0,0.589308757903,0.065,0.00613039329334,0.16
C1319853,"Asthma, Aspirin-Induced",0.35,5887.75,0.25,0.674686687709,0.35,0.258375105289,0.35
C0376358,Malignant neoplasm of prostate,0.0333333333333,7304.32380952,0.0,0.652199672555,0.0,0.00498476649101,0.0833333333333
C0040053,Thrombosis,0.7,1488.725,0.325,0.848960705489,0.5,0.151289151636,0.7
C0043459,Zellweger Syndrome,1.0,5.0,0.9,0.999824760932,1.0,0.393525641026,1.0
C0007134,Renal Cell Carcinoma,0.0397435897436,4026.90705128,0.0,0.767323616275,0.024358974359,0.0120667286101,0.0897435897436
C0431363,Alobar Holoprosencephaly,0.55,3404.05,0.3,0.774449937335,0.45,0.1173326855,0.55
C0265275,Jeune thoracic dystrophy,0.0,13769.4444444,0.0,0.499654518079,0.0,4.64058657014e-05,0.0
C0007137,Squamous cell carcinoma,0.0361111111111,1641.49166667,0.0,0.895536171649,0.0,0.0119735637046,0.0708333333333
C0003864,Arthritis,0.0,6965.77777778,0.0,0.499015118701,0.0,4.64058657014e-05,0.0
C0007131,Non-Small Cell Lung Carcinoma,0.0181818181818,2750.07121212,0.0,0.826205953501,0.0,0.011735786302,0.0727272727273
C0035126,Reperfusion Injury,0.0486111111111,1868.45,0.0,0.817988963663,0.0,0.0143854379417,0.166666666667
C0020443,Hypercholesterolemia,0.15,4210.93333333,0.05,0.573107819465,0.1,0.0104942612385,0.15
C0431362,Lobar Holoprosencephaly,0.55,3402.3,0.5,0.774556700552,0.55,0.130657490568,0.55
C2609414,Acute kidney injury,0.0857142857143,3013.36190476,0.0,0.748301859828,0.0285714285714,0.0114718464117,0.188095238095
C0038356,Stomach Neoplasms,0.00357142857143,2332.56625616,0.0,0.867850138637,0.0,0.0206165602776,0.0320197044335
C0013182,Drug Allergy,0.108333333333,3213.3,0.075,0.584680404547,0.075,0.019199231387,0.141666666667
C0015625,Fanconi Anemia,0.9,544.35,0.45,0.949421951899,0.8,0.275469817521,0.9
C0017661,IGA Glomerulonephritis,0.0279069767442,3757.11345515,0.00232558139535,0.799840948626,0.0093023255814,0.0257245599183,0.0581395348837
C0022116,Ischemia,0.0,2876.83333333,0.0,0.661413531506,0.0,0.00342806784079,0.1
C0004763,Barrett Esophagus,0.25,4686.8,0.05,0.623262776772,0.1,0.0134065926155,0.25
C0032580,Adenomatous Polyposis Coli,0.0,3761.44444444,0.0,0.608587030506,0.0,0.00307460868474,0.222222222222
C0677050,Manganese Poisoning,0.05,2802.4,0.0,0.671889213775,0.0,0.00521700826679,0.25
C0242698,"Ventricular Dysfunction, Left",0.1,5317.8,0.0,0.597815894532,0.0,0.00430288550939,0.2
C0920269,Microsatellite Instability,0.5,3891.25,0.0,0.748196797401,0.2,0.0158839075715,0.5
C0005138,Berylliosis,0.0,3001.22222222,0.0,0.499205907225,0.0,4.64058657014e-05,0.0
C0007138,"Carcinoma, Transitional Cell",0.0333333333333,2131.44166667,0.0,0.803045154697,0.0,0.00981731758858,0.233333333333
C0008924,Cleft Lip,0.483333333333,3195.1,0.2,0.739787293331,0.416666666667,0.0737407744728,0.483333333333
C0025149,Medulloblastoma,0.085,3529.36,0.0,0.767281295031,0.04,0.0105959478118,0.195
C0026636,Mouth Diseases,0.25,5668.6,0.1,0.697993734045,0.1,0.0162627552791,0.4
C1840235,SOLITARY MEDIAN MAXILLARY CENTRAL INCISOR,0.55,3403.3,0.35,0.77451956552,0.55,0.168207093742,0.55
C1876165,Copper-Overload Cirrhosis,0.2,2896.35,0.0,0.697340573656,0.2,0.0111838353418,0.3
C0040427,Tooth Abnormalities,0.0,6955.8,0.0,0.499231911635,0.0,4.64080193057e-05,0.0
C0040336,Tobacco Use Disorder,0.0,5215.9,0.0,0.499456975773,0.0,5.10507596601e-05,0.0
C0033687,Proteinuria,0.075,3541.79166667,0.025,0.704003632449,0.075,0.0127682982715,0.183333333333
C0011881,Diabetic Nephropathy,0.133333333333,4061.88333333,0.025,0.737928477385,0.108333333333,0.0168980969825,0.3
C0029172,Oral Submucous Fibrosis,0.6,1254.7,0.15,0.799142373039,0.55,0.0703138809536,0.6
C0007959,Charcot-Marie-Tooth Disease,0.0666666666667,6577.86666667,0.0,0.596533197077,0.0333333333333,0.00515602484063,0.116666666667
C0376634,Craniofacial Abnormalities,0.0752380952381,3527.26428571,0.00714285714286,0.79690225997,0.027619047619,0.0204855749026,0.178095238095
C0030319,Panic Disorder,0.0,5236.875,0.0,0.49953884171,0.0,4.6403712297e-05,0.0
C0027947,Neutropenia,0.1,4688.15,0.1,0.549549758633,0.1,0.0625510550678,0.1
C0001430,Adenoma,0.0,3830.66666667,0.0,0.664931281456,0.0,0.00388803040245,0.0916666666667
C0242422,Parkinsonian Disorders,0.0333333333333,1999.96666667,0.0,0.704135515827,0.0,0.00571094850608,0.266666666667
C0027708,Nephroblastoma,0.15,6655.85,0.0,0.672283088065,0.15,0.0132923730996,0.35
C0009241,Cognition Disorders,0.0,6904.33333333,0.0,0.543794696759,0.0,0.000917038915298,0.05
C0035228,Respiratory Hypersensitivity,0.25,6263.95,0.05,0.62333441664,0.25,0.0230391516308,0.25
C0520459,Necrotizing Enterocolitis,0.2,1696.2,0.0,0.822522051996,0.0,0.0153645604225,0.65
C0030354,Papilloma,0.0,2839.15,0.0,0.695556019679,0.0,0.00339364196334,0.1
C0346647,Malignant neoplasm of pancreas,0.0,5502.8,0.0,0.498955625696,0.0,6.03375331912e-05,0.0
C0751778,"Myoclonic Epilepsies, Progressive",0.15,6477.3,0.15,0.57415525644,0.15,0.036157522792,0.15
C0020473,Hyperlipidemia,0.55,1478.95,0.15,0.823548050139,0.45,0.0472278844582,0.65
C0001624,Adrenal Gland Neoplasms,0.3,110.4,0.0,0.994913208948,0.2,0.0181965918578,0.4
C0027796,Neuralgia,0.0,4901.4,0.0,0.495338098111,0.0,4.64080193057e-05,0.0
C0007621,Neoplastic Cell Transformation,0.0486111111111,1775.76388889,0.0,0.888861434485,0.0236111111111,0.0137954806621,0.111111111111
C0038644,Sudden infant death syndrome,0.25,3521.2,0.15,0.624633325598,0.25,0.0417084371149,0.25
C0024299,Lymphoma,0.1,3390.4,0.05,0.647406908719,0.1,0.0129327317396,0.25
C0008925,Cleft Palate,0.375,2006.625,0.125,0.821880373658,0.275,0.0691066382792,0.55
C0346153,"Breast Cancer, Familial",0.35,763.05,0.0,0.896475980506,0.25,0.0225658551161,0.5
C0013080,Down Syndrome,0.01,6603.07222222,0.0,0.6329242709,0.01,0.00356805678013,0.02
C0007273,Carotid Artery Diseases,0.2,3098.45,0.0,0.597412512763,0.0,0.00682337792044,0.2
C0003130,Anoxia,0.0,2209.80833333,0.0,0.699589430894,0.0,0.00529275443186,0.158333333333
C0003873,Rheumatoid Arthritis,0.052380952381,3987.1517316,0.0047619047619,0.756262256826,0.0190476190476,0.0193976989221,0.123593073593
C0004364,Autoimmune Diseases,0.0583333333333,4062.44166667,0.0,0.600243526606,0.0583333333333,0.00465827319201,0.0833333333333
C0011853,"Diabetes Mellitus, Experimental",0.149090909091,1484.27727273,0.00909090909091,0.866055704121,0.0363636363636,0.0281001383839,0.269090909091
C0014553,Absence Epilepsy,0.0,5424.77777778,0.0,0.499515294021,0.0,4.64058657014e-05,0.0
C0151744,Myocardial Ischemia,0.0,2604.93860294,0.0,0.802280240255,0.0,0.0132752607445,0.0647058823529
C0027765,nervous system disorder,0.0766666666667,3589.96666667,0.02,0.614520211414,0.02,0.00732748661729,0.196666666667
C1834752,"MYCOBACTERIUM TUBERCULOSIS, SUSCEPTIBILITY TO (finding)",0.4,3423.1,0.4,0.699651923702,0.4,0.110027844812,0.4
C0023290,"Leishmaniasis, Visceral",0.3,1616.75,0.2,0.64943490369,0.3,0.0964657008595,0.3
C0040136,Thyroid Neoplasm,0.0583333333333,2892.58333333,0.0,0.691344739206,0.0,0.00593805875696,0.183333333333
C2931456,"Prostate cancer, familial",0.25,6098.95,0.0,0.622954186781,0.1,0.00954637264002,0.25
C0037286,Skin Neoplasms,0.085,1404.635,0.0,0.796002673175,0.02,0.007741645737,0.085
C0029422,Osteochondrodysplasias,0.3,5396.75,0.2,0.648786092285,0.25,0.0330073675781,0.3
C0019209,Hepatomegaly,0.0,5285.55555556,0.0,0.499162077429,0.0,4.64058657014e-05,0.0
C0014544,Epilepsy,0.0642857142857,4443.42619048,0.0,0.669890323767,0.0309523809524,0.00858388908382,0.17619047619
C0020429,Hyperalgesia,0.202380952381,3050.91428571,0.0428571428571,0.73448508359,0.0880952380952,0.024761338985,0.388095238095
C0206762,"Limb Deformities, Congenital",0.2,3110.05,0.0,0.598735029245,0.0,0.00556562130751,0.2
C0040128,Thyroid Diseases,0.0,6113.25,0.0,0.499310744952,0.0,5.56939309352e-05,0.0
C0020672,"Hypothermia, natural",0.0,4982.9,0.0,0.498960315618,0.0,5.56939309352e-05,0.0
C0041755,Adverse reaction to drug,0.276666666667,3341.48666667,0.0366666666667,0.721897321429,0.106666666667,0.0264008637662,0.393333333333
C0344388,Platelet mean volume finding,0.0,8500.0,0.0,0.498246551164,0.0,0.000130039874506,0.0333333333333
C0027726,Nephrotic Syndrome,0.0,2554.28333333,0.0,0.59727897474,0.0,0.002619528001,0.2
C0036202,Sarcoidosis,0.25,6524.25,0.0,0.624245904682,0.25,0.016229134768,0.25
C0002736,Amyotrophic Lateral Sclerosis,0.0309523809524,5042.04285714,0.0,0.694613499597,0.0,0.0046031695382,0.047619047619
C0003811,Cardiac Arrhythmia,0.15,3973.0,0.1,0.573944839114,0.15,0.0231849872043,0.15
C1333990,Hereditary Nonpolyposis Colorectal Cancer,0.65,932.5,0.2,0.923695692536,0.45,0.0584315624363,0.85
C0021841,Intestinal Neoplasms,0.0,2371.85,0.0,0.770988814629,0.0,0.00562509222699,0.4
C0027626,Neoplasm Invasiveness,0.0564102564103,2188.06282051,0.00833333333333,0.877710547505,0.0326923076923,0.0217846805924,0.142948717949
C0020456,Hyperglycemia,0.4,2155.55,0.0,0.77277243813,0.1,0.0173592709387,0.55
C0001925,Albuminuria,0.25,2617.7,0.05,0.698205413939,0.2,0.0211118783649,0.4
C0598608,Hyperhomocysteinemia,0.15,5137.65,0.1,0.574079875615,0.15,0.0122156819839,0.15
C0027672,"Neoplastic Syndromes, Hereditary",0.19,1348.565,0.0,0.903404621321,0.02,0.0188435575101,0.435
C0085207,Gestational Diabetes,0.0,7429.35,0.0,0.498705035971,0.0,5.56939309352e-05,0.0
C2931822,Nasopharyngeal carcinoma,0.0,3113.45,0.0,0.770381204439,0.0,0.00635703810966,0.15
C0023487,Acute Promyelocytic Leukemia,0.166666666667,1967.1,0.0333333333333,0.754367180726,0.0666666666667,0.0135132739486,0.316666666667
C0023434,Chronic Lymphocytic Leukemia,0.04,6510.135,0.02,0.713640970802,0.02,0.00846088024321,0.12
C0032914,Pre-Eclampsia,0.1,5528.95,0.05,0.549163145921,0.1,0.0212863986034,0.1
C0029463,Osteosarcoma,0.0,3301.34166667,0.0,0.746441044822,0.0,0.0048947358882,0.0833333333333
C0017178,Gastrointestinal Diseases,0.3,3819.85,0.1,0.649111162683,0.2,0.0285436803512,0.3
C0268237,Cytochrome-c Oxidase Deficiency,0.3,7506.4,0.3,0.649663479391,0.3,0.225037131154,0.3
C0027746,Nerve Degeneration,0.0142857142857,2209.05535714,0.0,0.808527257433,0.0,0.00971793503897,0.0821428571429
C0038013,Ankylosing spondylitis,0.15,10493.7,0.05,0.573599313002,0.05,0.0126773198484,0.15
C0035309,Retinal Diseases,0.0,5788.43333333,0.0,0.547258079495,0.0,0.00127314703623,0.1
C0035304,Retinal Degeneration,0.5,4477.9,0.1,0.798635224213,0.2,0.0792317597677,0.6
C0268583,Methylmalonic acidemia,0.4,6361.7,0.1,0.69908571959,0.2,0.023481841795,0.4
C0011616,Contact Dermatitis,0.0714285714286,3177.25714286,0.0,0.729673756225,0.0285714285714,0.0121776865135,0.185714285714
C0011615,"Dermatitis, Atopic",0.25,6350.9,0.15,0.623010875122,0.225,0.0674940232689,0.25
C0018099,Gout,0.0,7729.4,0.0,0.499584628951,0.0,4.64080193057e-05,0.0
C0334634,"Malignant lymphoma, lymphocytic, intermediate differentiation, diffuse",0.35,1960.55,0.0,0.822472614185,0.1,0.0153928756859,0.65
C0010068,Coronary heart disease,0.12,6977.79333333,0.0,0.634799457364,0.0533333333333,0.00813930963815,0.203333333333
C0029456,Osteoporosis,0.05,3892.12619048,0.0,0.755696717135,0.0166666666667,0.0108552104665,0.145238095238
C0018801,Heart failure,0.0875,2759.0125,0.025,0.775829084602,0.025,0.0178825793581,0.2625
C0018800,Cardiomegaly,0.0761904761905,1630.9,0.0,0.829074740035,0.0142857142857,0.0159588842888,0.288095238095
C1269683,Major Depressive Disorder,0.0333333333333,6997.10833333,0.0,0.531669453994,0.0,0.00176208612758,0.0666666666667
C0677776,Hereditary Breast and Ovarian Cancer Syndrome,0.65,56.9,0.0,0.997413312909,0.2,0.0320622870399,0.85
C0025286,Meningioma,0.3,2082.35,0.15,0.723402181481,0.25,0.0669549689068,0.45
C1861172,Venous Thromboembolism,0.333333333333,7403.29166667,0.133333333333,0.665392238843,0.333333333333,0.049297383539,0.333333333333
C0037274,Dermatologic disorders,0.0,5668.24047619,0.0,0.604556189944,0.0,0.00321662447859,0.107142857143
C0011882,Diabetic Neuropathies,0.25,2390.95,0.0,0.623424155217,0.0,0.00839345851597,0.25
C0021368,Inflammation,0.201818181818,2729.61090909,0.0181818181818,0.728917741853,0.0636363636364,0.022533495947,0.320909090909
C0013604,Edema,0.0,4015.23333333,0.0,0.572823781658,0.0,0.00313368784755,0.15
C0042373,Vascular Diseases,0.3,3304.1,0.0,0.648623618977,0.1,0.0112289435611,0.3
C0021364,Male infertility,0.0,3065.205,0.0,0.75660895231,0.0,0.00918463519977,0.185
C0027540,Necrosis,0.04,2690.19666667,0.0,0.816735562169,0.0,0.00767117109817,0.0766666666667
C3495559,Juvenile arthritis,0.0333333333333,5810.36474359,0.025,0.668166774327,0.025,0.010175698719,0.0910256410256
C0023418,leukemia,0.1,3317.05833333,0.0333333333333,0.791200154859,0.0333333333333,0.0181178144179,0.325
C0025958,Microcephaly,0.3,4598.48333333,0.0,0.705372511687,0.15,0.0172665343218,0.3
C0021361,Female infertility,0.0833333333333,2807.56666667,0.0,0.745008902307,0.0,0.00846106326445,0.216666666667
C0042900,Vitiligo,0.0333333333333,9327.51666667,0.0,0.530864226207,0.0,0.00177160592876,0.0666666666667
C0349788,Arrhythmogenic Right Ventricular Dysplasia,0.4,4879.7,0.1,0.698452220727,0.3,0.0240556225894,0.4
C0339527,Leber Congenital Amaurosis,0.1,8439.55,0.0,0.548428213224,0.0,0.00253305750911,0.1
C0022548,Keloid,0.0333333333333,3918.58333333,0.0,0.637264410271,0.0,0.00377459325379,0.15
C1260899,"Anemia, Diamond-Blackfan",0.9,229.05,0.5,0.949438306564,0.9,0.170036729674,0.9
C0009324,Ulcerative Colitis,0.122222222222,4854.29027778,0.025,0.680363157323,0.075,0.0172015858231,0.184722222222
C0027707,"Nephritis, Interstitial",0.4,3620.0,0.2,0.699375783172,0.4,0.0463373686211,0.4
C0021400,Influenza,0.22,6770.9,0.08,0.647831403729,0.12,0.0241175667212,0.3
C0010346,Crohn Disease,0.0916666666667,5752.28055556,0.0111111111111,0.681397395591,0.0222222222222,0.00923384066204,0.148611111111
C0455806,Infant length,0.0,13360.75,0.0,0.498967325722,0.0,5.10507596601e-05,0.0
C1527336,Sjogren's Syndrome,0.15,5344.85,0.0,0.573759572987,0.0,0.00534197818338,0.15
C0429087,Electrocardiogram: P-R interval,0.0,6913.88888889,0.0,0.499280675701,0.0,4.64058657014e-05,0.0
C0008074,"Child Development Disorders, Pervasive",0.156666666667,6576.50333333,0.06,0.576040920716,0.116666666667,0.0162880415837,0.156666666667
C0038587,Substance Withdrawal Syndrome,0.323333333333,2609.17,0.13,0.765589940324,0.186666666667,0.0436424948495,0.483333333333
C1955869,Malformations of Cortical Development,0.3,4854.25,0.0,0.698222407872,0.1,0.0147089213669,0.4
C0004936,Mental disorders,0.15,6342.85,0.15,0.574436090226,0.15,0.0162917689404,0.15
C0013386,"Dyskinesia, Drug-Induced",0.2,2541.25,0.2,0.599405811902,0.2,0.120060342273,0.2
C1272641,Systemic arterial pressure,0.08,8182.24,0.0,0.537703538383,0.02,0.00266294481102,0.08
C0338480,Common Migraine,0.0,9446.7,0.0,0.499315418175,0.0,5.10507596601e-05,0.0
C0009952,Febrile Convulsions,0.0,7969.9,0.0,0.498876821684,0.0,5.10507596601e-05,0.0
C0008073,Developmental Disabilities,0.0,6366.05,0.0,0.547889776209,0.0,0.00162066888017,0.1
C0014175,Endometriosis,0.0791666666667,3784.57458333,0.0,0.754689972279,0.0329166666667,0.0171124088607,0.1575
C0020542,Pulmonary Hypertension,0.116666666667,3512.40833333,0.0333333333333,0.606213997027,0.116666666667,0.0173557127865,0.216666666667
C0032273,Pneumoconiosis,0.0,8729.7,0.0,0.498834888363,0.0,6.49815664879e-05,0.0
C0265965,Dyskeratosis Congenita,0.55,5061.65,0.45,0.7743490369,0.55,0.138673999599,0.55
C0008370,Cholestasis,0.0833333333333,4858.91666667,0.0,0.691721853022,0.0333333333333,0.00838714676187,0.233333333333
C0027658,"Neoplasms, Germ Cell and Embryonal",0.2,5353.65,0.0,0.599243408838,0.2,0.0127433623292,0.2
C0455988,"Hydrops Fetalis, Non-Immune",0.25,7647.75,0.25,0.624639127408,0.25,0.133375103782,0.25
C0008312,Primary biliary cirrhosis,0.35,6156.3,0.3,0.673947209583,0.3,0.152340046319,0.4
C0020459,Hyperinsulinism,0.35,2137.6,0.05,0.6739682466,0.3,0.0211738965982,0.35
C0238463,Papillary thyroid carcinoma,0.05,2052.25,0.0,0.792623426687,0.0,0.00686160911042,0.166666666667
C0085129,Bronchial Hyperreactivity,0.1,6215.6,0.0,0.499419792053,0.0,6.03375331912e-05,0.1
C1862939,AMYOTROPHIC LATERAL SCLEROSIS 1,0.04,3256.6,0.02,0.698990818224,0.04,0.00878996199621,0.085
C0019202,Hepatolenticular Degeneration,0.05,3674.06666667,0.0,0.688632563972,0.0,0.00633367795433,0.333333333333
C0037268,Skin Abnormalities,0.2,5767.1,0.0,0.598698194644,0.0,0.00659626620039,0.2
C0024809,Marijuana Abuse,0.0,3708.7,0.0,0.597291966399,0.0,0.00247651139475,0.2
C0079541,Holoprosencephaly,0.375,3945.875,0.375,0.687204162606,0.375,0.18752900232,0.375
C0079744,Diffuse Large B-Cell Lymphoma,0.1,3195.725,0.0,0.774229047597,0.025,0.0107480865805,0.266666666667
C0015934,Fetal Growth Retardation,0.4,1836.3,0.2,0.699115886202,0.3,0.124783644567,0.4
C0993582,"Arthritis, Experimental",0.183333333333,2723.55,0.0,0.674507195526,0.05,0.0103823091676,0.208333333333
C0020517,Hypersensitivity,0.266666666667,2743.58333333,0.0761904761905,0.750411355107,0.204761904762,0.049125208611,0.428571428571
C0242656,Disease Progression,0.0,2732.19294872,0.0,0.829954676888,0.0,0.0113877012019,0.0416666666667
C0014549,Tonic-Clonic Epilepsy,0.2,5578.8,0.2,0.599670487771,0.2,0.0833704597488,0.2
C0334588,Giant Cell Glioblastoma,0.0,3767.8,0.0,0.619168020422,0.0,0.00152019942663,0.0
C0002170,Alopecia,0.2,3799.0,0.0,0.673038806109,0.0,0.00855285270384,0.35
C0034069,Pulmonary Fibrosis,0.42,2662.705,0.12,0.71826991027,0.31,0.0515774942483,0.44
C0007787,Transient Ischemic Attack,0.3,3785.1,0.0,0.748326913259,0.2,0.0160596185755,0.5
C0005910,Body Weight,0.1,5987.75,0.1,0.549619365919,0.1,0.0250556986702,0.1
C1959629,Seizure Adverse Event,0.0,10435.35,0.0,0.498818367536,0.0,8.82082006844e-05,0.0
C0020179,Huntington Disease,0.0,5346.95,0.0,0.49902993734,0.0,5.56939309352e-05,0.0
C0017636,Glioblastoma,0.0785714285714,1949.06428571,0.0,0.800919440162,0.0452380952381,0.0122063379966,0.178571428571
C0019163,Hepatitis B,0.4,4040.65,0.25,0.699276960215,0.4,0.057615037631,0.4
C0032460,Polycystic Ovary Syndrome,0.0419047619048,6669.57619048,0.00666666666667,0.626803372386,0.027619047619,0.00642332949092,0.0633333333333
C0004782,Basal Ganglia Diseases,0.1,3698.35,0.1,0.549463912741,0.1,0.0134392690392,0.1
C0271650,Impaired glucose tolerance,0.25,4967.85,0.0,0.673283904205,0.1,0.0120473698808,0.35
C0028754,Obesity,0.0816923076923,4491.39892308,0.0,0.750873186535,0.0352307692308,0.0240503514168,0.178307692308
C0024115,Lung diseases,0.09,4961.9,0.05,0.638681433618,0.07,0.0102959870446,0.175
C0031117,Peripheral Neuropathy,0.0214285714286,4622.45965608,0.0,0.728754343483,0.0107142857143,0.0140920228141,0.0502645502646
C0024117,Chronic Obstructive Airway Disease,0.05,6542.035,0.0,0.622408186509,0.0,0.00381163671683,0.12
C0043094,Weight Gain,0.0111111111111,4797.64583333,0.0,0.746674727385,0.0,0.00647951126373,0.0569444444444
C0162666,Mitochondrial Encephalomyopathies,0.45,7606.35,0.0,0.724105402395,0.35,0.0227280623387,0.45
C0011053,Deafness,0.15,4971.85,0.0,0.573852242132,0.15,0.00644129486923,0.15
C0023976,Long QT Syndrome,0.75,2886.45,0.3,0.87407501973,0.55,0.0800147845762,0.75
C0403553,Renal dysplasia and retinal aplasia (disorder),0.7,4458.1,0.4,0.849285283334,0.5,0.243715919334,0.7
C0039685,Tetralogy of Fallot,0.45,2890.0,0.25,0.724400009284,0.45,0.0597229056996,0.45
C1263846,Attention deficit hyperactivity disorder,0.166666666667,4776.15833333,0.116666666667,0.582541507914,0.166666666667,0.0497130966243,0.166666666667
C0036421,Systemic Scleroderma,0.0833333333333,7275.28333333,0.0,0.540064549085,0.0333333333333,0.00299102793785,0.0833333333333
C0524851,Neurodegenerative Disorders,0.025,2402.55,0.0,0.771123179988,0.0,0.00687145312834,0.1
C0018621,Hay fever,0.0,7682.0,0.0,0.498526477004,0.0,4.64080193057e-05,0.0
C0000786,Spontaneous abortion,0.173636363636,4085.19181818,0.0190909090909,0.695591913447,0.0572727272727,0.0197476280066,0.287272727273
C0023891,"Liver Cirrhosis, Alcoholic",0.15,4359.35,0.05,0.771950002321,0.05,0.0131261538984,0.45
C0017638,Glioma,0.0428571428571,2676.69285714,0.0,0.793560626205,0.0,0.00656242316544,0.0571428571429
C0017639,Gliosis,0.35,1959.35,0.0,0.797095074509,0.05,0.0140221590887,0.45
C3463824,MYELODYSPLASTIC SYNDROME,0.15,6735.4,0.05,0.671643298203,0.05,0.00940973865999,0.25
C0020452,Hyperemia,0.2,2320.95,0.1,0.599125046417,0.2,0.0188544734403,0.2
C0497327,Dementia,0.1,5828.4,0.0,0.594298510233,0.0,0.0029180787964,0.1
C0019829,Hodgkin Disease,0.1,3718.65,0.05,0.672609321326,0.05,0.0103968809163,0.35
C0030305,Pancreatitis,0.05,4224.0,0.0,0.548167107768,0.0,0.00252980589848,0.1
C0019151,Hepatic Encephalopathy,0.35,1744.5,0.25,0.723699173784,0.3,0.0340102330277,0.45
C0149925,Small cell carcinoma of lung,0.075,3931.825,0.025,0.717040014872,0.025,0.00819877826086,0.075
C0038358,Gastric ulcer,0.35,2059.15,0.05,0.673688425647,0.25,0.0201863122242,0.35
