,disease_id,disease_name,disease_size,median_comp,null_medians_comp,pvalue_comp
207,C0151747,Renal tubular disorder,10,0.0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0.]",0.0
208,C0151744,Myocardial Ischemia,168,0.0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0.]",0.0
209,C1839839,MAJOR AFFECTIVE DISORDER 2,22,0.0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0.]",0.0
210,C1855340,Bowing of the long bones,31,0.0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0.]",0.0
211,C0029442,Osteomalacia,11,0.0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0.]",0.0
212,C0029443,Osteomyelitis,17,0.0003636503809757515,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.00049852 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.00055397
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]",0.02
213,C0001916,Albinism,11,0.0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0.]",0.0
214,C0003635,Apraxias,27,0.000532543915911711,"[0.00000000e+00 2.72465213e-04 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 4.17693540e-04 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 6.46690148e-05 0.00000000e+00 0.00000000e+00
 6.09136387e-04 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 3.08865745e-04 2.82584141e-04 0.00000000e+00
 5.94130063e-04 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 6.15104794e-04
 0.00000000e+00 2.87266520e-04 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 4.29748867e-04 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 9.17611937e-05 3.31318845e-04
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 4.76346812e-04
 3.93162304e-04 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 4.83707198e-04]",0.03
215,C1290857,Disorder of face,10,0.0012277214788208005,"[0.00078296 0.00030495 0.00030586 0.00043394 0.         0.
 0.         0.         0.         0.         0.         0.00037412
 0.         0.00076686 0.00103521 0.         0.00033357 0.
 0.         0.00054792 0.         0.0006099  0.00055848 0.
 0.0004229  0.         0.         0.         0.         0.
 0.         0.00033826 0.         0.00061627 0.00019896 0.00047247
 0.         0.00044955 0.         0.         0.00073984 0.00108468
 0.00043074 0.00104756 0.         0.         0.         0.00081421
 0.00071894 0.00038683 0.         0.00065232 0.         0.
 0.         0.00039169 0.00058682 0.00074173 0.00064449 0.
 0.         0.         0.00109732 0.00030064 0.00026652 0.
 0.00080358 0.         0.00046286 0.00026129 0.00061013 0.
 0.0007913  0.00022962 0.00057713 0.         0.00046725 0.00052377
 0.         0.         0.         0.0006132  0.         0.00107276
 0.         0.         0.00062583 0.         0.         0.00049245
 0.         0.         0.00044926 0.         0.00074939 0.00031575
 0.00043497 0.         0.00080655 0.        ]",0.0
216,C1840457,Loss of retinal pigment epithelium,9,0.0,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.00046227 0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]",0.01
217,C0241054,Skin bulla,56,0.0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0.]",0.0
218,C1858452,Thickened calvaria,17,0.0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0.]",0.0
219,C1839546,Microretrognathia,12,0.0,"[0.00000000e+00 0.00000000e+00 1.35372428e-04 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 6.79733166e-05 1.43567952e-04 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 1.40547673e-04 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 4.38978775e-04 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 9.23176648e-04 0.00000000e+00 0.00000000e+00 0.00000000e+00
 7.75917507e-04 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00]",0.07
220,C1854387,Type 1 muscle fiber predominance,10,0.002519044018390013,"[0.00035197 0.         0.         0.         0.         0.
 0.00048755 0.         0.         0.00061683 0.         0.00060135
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.000552   0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.00103283 0.         0.         0.
 0.         0.00073483 0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.00041616 0.         0.         0.         0.         0.00102536
 0.         0.         0.         0.         0.         0.
 0.00097861 0.00062704 0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.00062561 0.         0.         0.         0.
 0.         0.         0.         0.        ]",0.0
221,C1850667,Highly variable phenotype and severity,149,0.0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0.]",0.0
222,C0265319,Fibrous skin tumor of tuberous sclerosis,18,0.0014647396857926012,"[0.00058313 0.0008677  0.00073638 0.0007537  0.00127925 0.00092351
 0.00081685 0.00082517 0.00155437 0.00066652 0.00102271 0.00040875
 0.00115043 0.00054291 0.00119935 0.00063868 0.00062484 0.00078038
 0.00096201 0.00060249 0.0006643  0.00043629 0.00050374 0.00074388
 0.00089044 0.00047403 0.00080833 0.00057156 0.00080287 0.000491
 0.00076648 0.00100252 0.00101645 0.0012133  0.00090479 0.00059456
 0.00098984 0.00086681 0.00091025 0.00104347 0.00086831 0.00092901
 0.00058189 0.00134037 0.00132376 0.00092012 0.0004495  0.00092225
 0.0012177  0.00098602 0.00063032 0.00105796 0.00076962 0.00077581
 0.00100678 0.00057486 0.00073722 0.0009826  0.00109251 0.0006856
 0.00070933 0.00090073 0.00072944 0.00094721 0.00096012 0.00113141
 0.00058088 0.0009738  0.0005994  0.00110237 0.00069979 0.00096599
 0.00083221 0.00078228 0.00100786 0.00102388 0.00056157 0.00075969
 0.00122782 0.00103702 0.00074436 0.00088456 0.00106488 0.00123936
 0.00107209 0.00122481 0.00068331 0.00075992 0.00065442 0.00082905
 0.00103453 0.00059524 0.00105597 0.00067089 0.00052214 0.0007902
 0.         0.00057476 0.00087634 0.00095794]",0.01
223,C0151611,Electroencephalogram abnormal,102,0.0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0.]",0.0
224,C0038454,Cerebrovascular accident,56,0.0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0.]",0.0
225,C0006267,Bronchiectasis,40,0.0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0.]",0.0
226,C0011053,Deafness,192,0.0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0.]",0.0
227,C1851971,Hypoplastic myelodysplasia,19,0.0014270854416069654,"[8.46065298e-04 5.66851756e-04 3.94152216e-04 7.41060805e-04
 3.40358548e-04 7.73814007e-04 9.10448358e-04 7.56285218e-04
 3.37095655e-04 7.60939886e-04 2.27043102e-04 7.83712157e-04
 6.14873816e-04 7.21812915e-04 6.57508892e-04 7.09128061e-04
 7.29089941e-04 9.74876913e-04 0.00000000e+00 7.69024934e-04
 8.30292513e-04 7.96088622e-04 3.72485407e-04 7.94029295e-04
 6.91765040e-04 9.93329288e-04 1.03353703e-03 9.86002481e-04
 7.87208707e-04 7.45195487e-04 9.44572703e-04 9.94045288e-04
 8.95107275e-04 7.79237378e-04 8.60056200e-04 7.36446023e-04
 1.05850618e-03 3.20443564e-04 0.00000000e+00 2.44044680e-04
 6.99355897e-04 8.06470339e-04 8.14996038e-04 7.33712885e-04
 7.80890487e-04 8.00818621e-04 9.88023989e-04 1.01248165e-03
 5.02330663e-04 4.24370400e-04 8.10628904e-04 6.40403645e-04
 5.80388658e-04 8.46331347e-04 1.03665009e-03 1.07041148e-03
 3.77962434e-04 5.53648303e-04 6.19153759e-04 7.15781256e-04
 3.71054635e-04 5.29533816e-04 7.94023030e-04 7.00803415e-04
 7.95570106e-04 9.36292770e-04 9.56524407e-04 1.04396623e-03
 5.19312157e-04 7.35577483e-04 9.76480792e-04 1.00272755e-03
 9.51541990e-04 3.90648508e-04 6.86112761e-04 7.26714580e-04
 1.04859375e-03 1.21419679e-03 6.36057590e-04 1.06729935e-03
 6.35710582e-04 8.74260512e-04 7.88800417e-04 1.28062654e-03
 7.89110764e-04 8.30330834e-04 5.09162216e-04 9.20953817e-05
 6.19748088e-04 3.89319136e-04 4.70222663e-04 6.88046790e-04
 8.41479423e-04 1.17055430e-03 4.66995533e-04 7.74743965e-04
 6.16304633e-04 5.24090805e-04 5.49639682e-04 7.01316773e-04]",0.0
228,C2677762,Tall forehead,103,0.0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0.]",0.0
229,C0039685,Tetralogy of Fallot,43,0.0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0.]",0.0
230,C0029191,Orchitis,12,0.0,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.00020781 0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.00087106 0.         0.         0.
 0.         0.         0.00048844 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]",0.03
231,C0544886,Somatic mutation,61,0.0009629863443967407,"[0.         0.00025265 0.00032168 0.00022036 0.         0.00051754
 0.         0.         0.         0.         0.         0.00028583
 0.         0.00045643 0.00029718 0.         0.0002752  0.
 0.         0.         0.         0.00012192 0.         0.
 0.         0.         0.         0.0001667  0.         0.
 0.         0.0001433  0.         0.00027459 0.00030904 0.
 0.         0.00017687 0.00012686 0.00026373 0.         0.00016769
 0.         0.         0.         0.00029487 0.00034794 0.00019947
 0.         0.00037646 0.         0.         0.         0.
 0.         0.00050012 0.         0.         0.         0.00057481
 0.         0.00046261 0.00030066 0.         0.00030656 0.00045298
 0.         0.00035421 0.00025345 0.         0.         0.00022198
 0.         0.         0.         0.         0.         0.00043178
 0.00038549 0.00024946 0.         0.00059234 0.00017533 0.00029825
 0.00041631 0.         0.00014716 0.00027736 0.         0.0002152
 0.         0.00040989 0.         0.00024481 0.         0.00041363
 0.         0.         0.00038061 0.        ]",0.0
232,C0520459,Necrotizing Enterocolitis,17,0.001563056562126857,"[0.         0.00052906 0.         0.00052276 0.00050698 0.
 0.         0.00064809 0.00056623 0.00042003 0.00025805 0.
 0.         0.         0.00082926 0.         0.00028778 0.00022161
 0.         0.         0.         0.         0.00054978 0.00099446
 0.         0.         0.00034239 0.00048    0.         0.0010292
 0.00043599 0.         0.         0.         0.         0.00038787
 0.         0.         0.00041177 0.00026801 0.         0.00032189
 0.         0.00060336 0.         0.00046003 0.00045888 0.0004512
 0.         0.         0.         0.00043093 0.00058909 0.
 0.00045766 0.00032736 0.         0.         0.00046629 0.00077174
 0.00040897 0.00021992 0.0006877  0.00041617 0.00042998 0.00060303
 0.         0.00026116 0.00045315 0.00039845 0.         0.
 0.         0.00023127 0.00041911 0.         0.         0.00040598
 0.         0.         0.         0.0004383  0.         0.00083781
 0.00068615 0.0007413  0.00076233 0.00051434 0.         0.
 0.         0.00045576 0.00052601 0.         0.00039108 0.00027992
 0.00048064 0.         0.         0.        ]",0.0
233,C1835884,Triangular face,58,0.0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0.]",0.0
234,C0149925,Small cell carcinoma of lung,40,0.0,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.00035607 0.         0.         0.         0.
 0.         0.         0.00013069 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]",0.02
235,C0431863,Carpal synostosis,12,0.0,"[0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 3.56596022e-04 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 5.28913762e-04 0.00000000e+00
 9.18626510e-04 0.00000000e+00 0.00000000e+00 7.01980188e-04
 0.00000000e+00 0.00000000e+00 0.00000000e+00 6.78187042e-04
 0.00000000e+00 0.00000000e+00 3.30944061e-04 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 5.02587189e-04 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 3.13832228e-04
 6.84797773e-05 6.32445678e-04 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 7.01143494e-04
 2.85790967e-04 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 2.77193973e-04
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 6.68501058e-04 9.77118042e-05
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 6.25231282e-04
 0.00000000e+00 0.00000000e+00 0.00000000e+00 2.98074894e-04
 1.38018532e-03 4.13596024e-04 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 9.80404397e-04]",0.2
236,C0332563,Papule,44,0.0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0.]",0.0
237,C0234182,Gowers sign,24,0.0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0.]",0.0
