disease_id,disease_name,disease_size,loo_median_COMP,loo_median_DNS,null_loo_medians_COMP,null_loo_medians_DNS,pvalue_COMP,pvalue_DNS
C1857657,Decreased subcutaneous adipose tissue,13,0.019277759644014535,0.0,"[0.0160944  0.01456676 0.01021346 0.00950887 0.0187182  0.01543156
 0.00820144 0.00933725 0.01135953 0.01105578 0.01938236 0.01450771
 0.01140253 0.01348803 0.01005892 0.01765554 0.0071306  0.00759338
 0.00638878 0.0126048  0.0112178  0.0107714  0.00713471 0.01016302
 0.00614674 0.0113669  0.00907841 0.00970705 0.01625509 0.01738619
 0.00885765 0.01364099 0.01504512 0.00492144 0.007444   0.0110202
 0.01056585 0.01446495 0.0115295  0.01009664 0.01469493 0.01422377
 0.0127324  0.00797918 0.00695356 0.01384476 0.01320099 0.00929429
 0.00940644 0.0059802  0.00757576 0.01716645 0.01098651 0.01136747
 0.00931845 0.0125112  0.02387155 0.01528536 0.01212511 0.00592413
 0.00734615 0.01700339 0.01602939 0.01024741 0.00495503 0.00805344
 0.0071007  0.0075056  0.01154068 0.00789033 0.01632945 0.01838498
 0.00860051 0.00906993 0.0093646  0.0086575  0.00708383 0.00952727
 0.00815599 0.00929088 0.01720232 0.01094601 0.01113189 0.00897587
 0.00784352 0.00593118 0.01086189 0.00843193 0.00947821 0.01601032
 0.01129955 0.00895833 0.01509686 0.0122021  0.01082987 0.00995793
 0.01256631 0.0138208  0.00999031 0.01436791]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0.]",0.02,1.0
C1857656,Precociously senile appearance,18,0.04362631244703685,0.013513513513513514,"[0.01615916 0.01472103 0.01855804 0.01204629 0.01020908 0.02008167
 0.01663054 0.0194519  0.0135929  0.02201774 0.01804482 0.01431521
 0.01815604 0.01557132 0.01333735 0.01572457 0.017697   0.01620395
 0.01528173 0.0244947  0.01620746 0.01325647 0.01316249 0.01014738
 0.01468196 0.01573034 0.01629206 0.01602007 0.01128922 0.01920365
 0.0112807  0.01961205 0.01755748 0.01219738 0.01320527 0.01431794
 0.01682741 0.01573294 0.01328455 0.01394065 0.01473086 0.02377995
 0.01077622 0.01479938 0.01849046 0.01114763 0.02119556 0.01894233
 0.0184069  0.01683484 0.01364117 0.01627413 0.00993115 0.01341832
 0.01916576 0.01104082 0.01790167 0.02027179 0.02071272 0.01473125
 0.01411191 0.01635921 0.0175659  0.01559407 0.01726207 0.0158529
 0.01391554 0.0185687  0.01215206 0.01488408 0.0139996  0.01443352
 0.01127896 0.01901482 0.0169392  0.01193452 0.00895463 0.01637421
 0.01836401 0.0162747  0.01278526 0.01150879 0.0146889  0.01372476
 0.0144012  0.015557   0.0130032  0.01905707 0.0161945  0.01441146
 0.01818268 0.01034792 0.01749711 0.02156374 0.01063789 0.01046942
 0.01210561 0.01716627 0.01834135 0.0112877 ]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0.]",0.0,0.0
C0852283,Respiratory Distress Syndrome,15,0.020934315232369417,0.0,"[0.01099621 0.01149539 0.01094256 0.00885855 0.0084172  0.01466266
 0.00480818 0.00871182 0.01505945 0.00977946 0.01161241 0.01355537
 0.01089905 0.011094   0.01044919 0.00883375 0.00850198 0.00789208
 0.00776558 0.00681741 0.00854054 0.01512551 0.00586622 0.0124121
 0.00699486 0.00504506 0.01573978 0.00966551 0.00754499 0.00931046
 0.01528595 0.00695673 0.01692389 0.01033868 0.00980846 0.01584636
 0.01182397 0.01193783 0.01292081 0.01328796 0.01285182 0.00530417
 0.01000639 0.01019133 0.01263256 0.00826006 0.00948282 0.01136442
 0.01067211 0.01060411 0.01176467 0.01314481 0.01245129 0.0127703
 0.01369764 0.01078012 0.01279824 0.01463056 0.01243882 0.00835838
 0.01708249 0.0090798  0.01363113 0.00662288 0.0120193  0.01235168
 0.00970549 0.01138454 0.01148995 0.01264144 0.01185417 0.01250806
 0.00938766 0.006509   0.00990533 0.00908278 0.01249882 0.01455047
 0.00404234 0.00654601 0.01169583 0.00986532 0.00758844 0.00744581
 0.00771706 0.00938565 0.004867   0.01410662 0.00633069 0.01310159
 0.01113708 0.00972885 0.01175103 0.00724433 0.00694454 0.01583336
 0.01651835 0.00976575 0.00909843 0.00842933]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0.]",0.0,1.0
C0266625,Preauricular sinus,26,0.03617275911250105,0.0,"[0.01258223 0.00867381 0.00988134 0.01070787 0.00689545 0.00952686
 0.01161136 0.01064697 0.00852451 0.00751496 0.01247658 0.00827766
 0.00418548 0.00842781 0.00642271 0.00585745 0.00896621 0.00674555
 0.00819283 0.00951199 0.00811566 0.00547622 0.01174701 0.00512716
 0.00786427 0.01006232 0.00607127 0.00733253 0.00896164 0.01300407
 0.00732113 0.01315993 0.01131466 0.01352202 0.00874658 0.00854238
 0.01398855 0.01194299 0.00948555 0.01085106 0.01174255 0.00748139
 0.01199872 0.01157266 0.00562416 0.00883293 0.01119838 0.00808148
 0.00870342 0.00905465 0.00339161 0.00449252 0.01020567 0.0109639
 0.01168241 0.01191969 0.01204518 0.00575158 0.01049224 0.0049946
 0.00999421 0.01388073 0.00386593 0.00478235 0.01132823 0.01094383
 0.00864223 0.00901143 0.00575414 0.0090447  0.00870388 0.01431413
 0.00953898 0.01154282 0.00496707 0.01122673 0.01094764 0.0109165
 0.00698653 0.00899249 0.01282261 0.00565089 0.01242427 0.01155627
 0.01016321 0.01226822 0.00894946 0.01112671 0.01287461 0.01178726
 0.00733035 0.01044468 0.00956    0.00557812 0.0090374  0.00942667
 0.00756257 0.00936847 0.0060604  0.01024   ]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0.]",0.0,1.0
C0266623,Congenital anomaly of neck,19,0.014102868560502104,0.0,"[0.01162012 0.01162098 0.01379963 0.00989172 0.02170685 0.01171172
 0.01745972 0.00784345 0.01886843 0.01408522 0.01423746 0.01037688
 0.00967519 0.01650169 0.01429067 0.01204097 0.01595151 0.01933171
 0.01158414 0.01492593 0.01530001 0.00576518 0.01107472 0.01371275
 0.01546597 0.01390096 0.01474782 0.01630065 0.01646586 0.01041451
 0.01107594 0.01789698 0.00868636 0.01316237 0.01122345 0.01745366
 0.01660279 0.01267946 0.01366286 0.01685429 0.018378   0.01150892
 0.01604958 0.01011988 0.01616364 0.01204332 0.0082539  0.01968005
 0.01392301 0.01763046 0.01685266 0.01190363 0.0079179  0.02103142
 0.02011015 0.01425784 0.0086009  0.01264092 0.01600157 0.01456801
 0.01256989 0.01360825 0.01094901 0.01148037 0.00989241 0.01407962
 0.00747836 0.00833778 0.01486699 0.01517925 0.00942083 0.01079609
 0.01770646 0.01454048 0.01234508 0.01565465 0.01376297 0.01257177
 0.0119657  0.00946391 0.01394552 0.01234823 0.01503761 0.01438576
 0.01060886 0.00949029 0.01387047 0.01557062 0.01399731 0.01665717
 0.01351475 0.00924378 0.01136849 0.00992806 0.01489004 0.01578084
 0.01425798 0.01260372 0.01148489 0.01588882]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0.]",0.42,1.0
C1853932,Rimmed vacuoles on biopsy,15,0.04781844121468474,0.005714285714285714,"[0.02493311 0.03076565 0.01947304 0.0191092  0.01683083 0.01573394
 0.02259389 0.01202899 0.0180851  0.02386558 0.02110792 0.03258791
 0.01365838 0.01603504 0.01381307 0.01722688 0.02461545 0.01799045
 0.01877118 0.02376732 0.01907739 0.01406082 0.02440932 0.0173143
 0.01786861 0.01857428 0.03461188 0.01678382 0.01731205 0.01624165
 0.02815475 0.01335851 0.0219596  0.02196712 0.02183206 0.0165095
 0.02711794 0.01557769 0.0137067  0.02395047 0.02377128 0.00999836
 0.01747444 0.02194943 0.02145641 0.01650809 0.01546952 0.01913607
 0.01960189 0.0250794  0.02230916 0.01686496 0.02435654 0.01988611
 0.01531114 0.0246631  0.02086259 0.02374245 0.01800597 0.02997285
 0.01222528 0.02073603 0.01757255 0.0162734  0.02369287 0.01950676
 0.02132682 0.02033409 0.02030436 0.02193293 0.01644513 0.01819126
 0.01763524 0.01936972 0.02430074 0.01944839 0.02254497 0.01505616
 0.01585697 0.01662389 0.02027359 0.01580581 0.02136559 0.04183766
 0.0266334  0.02395253 0.02023121 0.01929021 0.01889846 0.01555726
 0.02456424 0.01658463 0.01645523 0.03187028 0.0139372  0.02073714
 0.01178567 0.02236753 0.01419103 0.01470023]","[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.00189394 0.         0.00286944
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.00154321 0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.00497512 0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.00608519
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.00395257 0.         0.
 0.         0.         0.         0.        ]",0.0,0.01
C0744641,Intermittent migraine headaches,69,0.14327389834759446,0.0335195530726257,"[0.06218777 0.06251421 0.06119454 0.0638691  0.0644563  0.05815194
 0.06010619 0.07607816 0.0708147  0.06771859 0.06517667 0.0679967
 0.07146246 0.06873889 0.06962486 0.06450636 0.07101802 0.06557469
 0.05938233 0.05992479 0.06649429 0.06669612 0.07858557 0.0771054
 0.06545184 0.06716607 0.0547192  0.0644248  0.06546825 0.0582929
 0.0679377  0.06682929 0.0597776  0.07241817 0.0661479  0.06685265
 0.07889595 0.07126431 0.06592379 0.06908732 0.07217736 0.07442379
 0.06221574 0.06477656 0.06604552 0.08091742 0.07963571 0.0717233
 0.06146777 0.0720716  0.063083   0.06463286 0.06318659 0.0588327
 0.07402148 0.06946843 0.06520161 0.07532836 0.06851679 0.06577142
 0.06304085 0.0726687  0.06770743 0.05578848 0.0631398  0.06069714
 0.0594029  0.05452875 0.05627975 0.07259446 0.05994566 0.0619139
 0.06374866 0.06093115 0.06400688 0.07279007 0.07044931 0.06628888
 0.07100247 0.06194874 0.06659158 0.05637106 0.06169404 0.0605697
 0.06913835 0.0656864  0.06238569 0.06167541 0.06177292 0.07111466
 0.07555423 0.05874087 0.06258331 0.06482522 0.06682129 0.06548527
 0.04912194 0.05976746 0.06628964 0.05889778]","[0.0042735  0.         0.         0.00645161 0.00381679 0.
 0.00689655 0.00359712 0.00632911 0.         0.         0.
 0.00488998 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.00819672
 0.         0.         0.         0.         0.00826446 0.
 0.         0.00719424 0.         0.         0.         0.
 0.0078125  0.         0.         0.00423729 0.         0.
 0.         0.00722022 0.         0.         0.         0.
 0.00502513 0.         0.         0.00566572 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.00387597 0.
 0.         0.         0.         0.         0.00340136 0.0041841
 0.00990099 0.         0.         0.00625    0.         0.
 0.0021322  0.00806452 0.00746269 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.00636943 0.00507614 0.         0.
 0.         0.         0.006      0.        ]",0.0,0.0
C1846435,Short-trunked dwarfism,13,0.00716626583678938,0.0,"[0.00398931 0.00280739 0.0015651  0.00669064 0.00271844 0.00364911
 0.00310767 0.         0.00346227 0.         0.00435566 0.00372092
 0.00188998 0.00304977 0.0014947  0.00488425 0.00318212 0.00211383
 0.00402242 0.00335998 0.         0.0046926  0.00263276 0.
 0.0040087  0.00471566 0.00367219 0.00458735 0.         0.00112607
 0.00220209 0.00304113 0.00425814 0.00647478 0.00766177 0.00305206
 0.00259781 0.00526253 0.00613843 0.         0.00506821 0.003313
 0.00073767 0.00265897 0.00323508 0.0052103  0.00549524 0.00486598
 0.00173385 0.00291164 0.0008523  0.00593426 0.00572805 0.00198476
 0.00281376 0.00168305 0.00704662 0.00455548 0.00125709 0.00790174
 0.00259563 0.00316888 0.00804362 0.         0.00387672 0.00052793
 0.00154909 0.00288684 0.00152862 0.00269003 0.00382447 0.00476265
 0.00645031 0.00226943 0.00645175 0.00944826 0.00108533 0.00183062
 0.00803053 0.00802846 0.00476026 0.00223826 0.00730749 0.00301838
 0.00504311 0.         0.00284911 0.00342572 0.00214597 0.00503107
 0.0029001  0.00130099 0.00181278 0.0058176  0.         0.00288162
 0.00753596 0.0096784  0.00269425 0.00432305]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0.]",0.09,1.0
C1846434,Hypoplastic scapulae,13,0.018931258000440498,0.0,"[0.00807892 0.01115008 0.01060296 0.01240173 0.01077761 0.01181066
 0.01288263 0.01123879 0.0081738  0.01188833 0.00829841 0.00749519
 0.00825734 0.00485809 0.00672152 0.00275357 0.00434527 0.00447344
 0.01137195 0.0077383  0.00406793 0.00789235 0.00658685 0.01400196
 0.01196602 0.00878222 0.01221076 0.01225733 0.00720264 0.0074363
 0.00360445 0.00851555 0.01014671 0.01174889 0.00870009 0.0098082
 0.01063696 0.00445775 0.01026747 0.00518729 0.00698238 0.01036287
 0.00569821 0.00685849 0.00625342 0.00579631 0.00648034 0.00520395
 0.01338579 0.00805501 0.01530077 0.00271147 0.00402756 0.00736538
 0.00428576 0.00445435 0.00713975 0.00383836 0.00672771 0.00582385
 0.00828102 0.01304504 0.00549688 0.00641746 0.01030658 0.0102558
 0.00503807 0.00771753 0.004409   0.00785618 0.01100691 0.01104705
 0.00414097 0.00833511 0.01259513 0.00539884 0.00726851 0.00929516
 0.00568053 0.00705847 0.00858623 0.00875439 0.00590276 0.00887452
 0.010008   0.00608069 0.0053031  0.00503533 0.0078915  0.0054157
 0.00625269 0.00502995 0.00194238 0.00189374 0.00977026 0.02065362
 0.00630186 0.00577775 0.00316614 0.00685387]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0.]",0.01,1.0
C0037199,Sinusitis,40,0.06996596033315396,0.010705855906485331,"[0.02774832 0.01984366 0.02273939 0.01875497 0.01784321 0.02484989
 0.02458227 0.0245098  0.02494169 0.0246935  0.02602549 0.02504175
 0.02725804 0.0300742  0.02483415 0.02101621 0.02433935 0.02945698
 0.02207336 0.01996013 0.02585238 0.02114923 0.02019291 0.02834925
 0.02191883 0.02186906 0.02589337 0.02269284 0.02876185 0.02804428
 0.02394393 0.02495074 0.02061527 0.0189197  0.02026526 0.02985535
 0.02243971 0.02352283 0.02309837 0.01948304 0.02753769 0.02110481
 0.01849688 0.03230371 0.02791456 0.02488695 0.02085749 0.01897523
 0.01752634 0.01752461 0.02856401 0.02687028 0.02053606 0.02059226
 0.02119393 0.02399972 0.02762186 0.02439429 0.02772416 0.02981324
 0.02822326 0.0228666  0.02453158 0.02881948 0.02490124 0.02475397
 0.02643946 0.01882748 0.02388822 0.02142694 0.02040258 0.0225642
 0.02121389 0.01927271 0.02829219 0.02391749 0.02528634 0.0221675
 0.02696342 0.02947988 0.02475287 0.02700687 0.02898078 0.03148129
 0.02441498 0.01739927 0.02185559 0.02577052 0.02232825 0.01837993
 0.02282958 0.02192355 0.022051   0.01944148 0.02433116 0.01982102
 0.02965584 0.02923167 0.02412734 0.02073295]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0.]",0.0,0.0
C1868085,Craniofacial hyperostosis,10,0.007603992200227792,0.00692552572775414,"[0.00150699 0.0043365  0.00496565 0.00911056 0.00458138 0.00451358
 0.00599314 0.00853775 0.00363934 0.01371461 0.00468606 0.00305428
 0.00292599 0.0005838  0.00617212 0.00852839 0.00610278 0.00866804
 0.00606308 0.01043228 0.0021356  0.00313831 0.00641788 0.00731797
 0.00748424 0.00406591 0.00832483 0.00424662 0.00470668 0.00230447
 0.00712239 0.00551336 0.0052028  0.00718825 0.0051684  0.00401429
 0.00287217 0.00559836 0.00155227 0.00304384 0.01069137 0.00396437
 0.00564534 0.00418314 0.00430173 0.00793371 0.00579272 0.00119104
 0.00343036 0.0036179  0.00351408 0.00643167 0.00822028 0.00442698
 0.0078489  0.00552691 0.0080347  0.00407861 0.00341249 0.00683346
 0.00440719 0.00419926 0.00467121 0.00361115 0.00887778 0.00574612
 0.00753051 0.00763683 0.00781846 0.00302157 0.00368757 0.0071513
 0.00519609 0.00740018 0.01002553 0.0091166  0.00581257 0.00781246
 0.00690157 0.00772958 0.01141569 0.00640503 0.00424048 0.01047359
 0.00162903 0.00384255 0.00180493 0.004595   0.00297937 0.00854578
 0.00578096 0.00810435 0.00212443 0.00421783 0.00545937 0.00478428
 0.00350535 0.00669474 0.00565903 0.00500902]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0.]",0.23,0.0
C0085110,Severe Combined Immunodeficiency,17,0.04327836233580298,0.024096385542168676,"[0.01276396 0.01484743 0.01115301 0.01446082 0.00985115 0.01673885
 0.01238816 0.01360549 0.01133604 0.01438733 0.01455757 0.01147112
 0.0103096  0.01353905 0.0091589  0.00970619 0.01169284 0.01500472
 0.01524139 0.00862018 0.00963892 0.00744092 0.01210131 0.00868115
 0.0128522  0.01402413 0.01535982 0.01313693 0.01494092 0.0169908
 0.0092928  0.013365   0.01909119 0.01796387 0.01138096 0.02156887
 0.01077342 0.01279717 0.0111256  0.00933448 0.01057664 0.01788459
 0.01801716 0.01009913 0.00902158 0.01107927 0.01207776 0.01156833
 0.01090141 0.01528258 0.01212684 0.00884388 0.01349877 0.01124221
 0.0100745  0.0104321  0.01049084 0.01485381 0.00809206 0.00860408
 0.01019111 0.01287574 0.00943319 0.01208415 0.01452323 0.01055297
 0.01401567 0.01160883 0.01086563 0.01861723 0.0087957  0.01246713
 0.00554616 0.01869779 0.01465254 0.0164362  0.01305932 0.00990952
 0.01277772 0.00738495 0.01257267 0.01988598 0.01634419 0.01007104
 0.01105789 0.01499494 0.01715701 0.01828821 0.00838892 0.01147986
 0.01667661 0.01147589 0.01396889 0.01743975 0.01108838 0.00904979
 0.01325055 0.01532414 0.0121633  0.01288795]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0.]",0.0,0.0
C0016202,Flatfoot,72,0.10104941039186406,0.00982022363601311,"[0.0506233  0.05739068 0.05561658 0.06404248 0.06986785 0.05518697
 0.05438337 0.05296793 0.06858865 0.05738404 0.05168812 0.05295759
 0.05157242 0.05851975 0.05828709 0.05822206 0.06260113 0.05837695
 0.05228971 0.05617737 0.0590395  0.05906952 0.04740525 0.05596541
 0.05660152 0.06235816 0.06439006 0.06070837 0.06043124 0.05438013
 0.06332404 0.05602066 0.06004675 0.0727888  0.05815634 0.06458579
 0.05634213 0.05952072 0.06691053 0.04954786 0.06292527 0.05416139
 0.06029484 0.06377266 0.0595176  0.05179846 0.06574483 0.04837296
 0.05941375 0.05568168 0.0608969  0.05500162 0.0532615  0.05443881
 0.05923974 0.06338366 0.05604974 0.05971043 0.05526915 0.06584776
 0.06307962 0.06058697 0.05099794 0.05960608 0.05690908 0.05396162
 0.05564942 0.06348995 0.06544705 0.05371776 0.05273783 0.05040622
 0.05873477 0.05556438 0.05581644 0.06332724 0.0561326  0.06459459
 0.05077929 0.05802839 0.05405703 0.05981632 0.05800464 0.05566793
 0.0616841  0.05386399 0.05933858 0.05503878 0.06092519 0.0553041
 0.05560631 0.05360841 0.05719123 0.05632554 0.05707644 0.06184804
 0.06322873 0.05170238 0.0583957  0.05401679]","[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.00301871 0.         0.
 0.         0.         0.00551907 0.         0.         0.
 0.         0.         0.00124378 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.00767202 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.00299372 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.00522197 0.         0.         0.
 0.         0.         0.         0.        ]",0.0,0.0
C1691215,Penile hypospadias,105,0.13781889778156375,0.0196078431372549,"[0.07537039 0.09170337 0.07725556 0.07720764 0.08275891 0.08935551
 0.08808039 0.08282814 0.08121043 0.10358554 0.0822217  0.08445496
 0.08759017 0.0847488  0.08395781 0.08940223 0.0785192  0.07685261
 0.07969816 0.07886658 0.07515375 0.07624127 0.08231386 0.0822081
 0.08066061 0.07561869 0.07625341 0.08949631 0.08038986 0.08373013
 0.07540793 0.07948512 0.07649263 0.07391965 0.06891937 0.07064771
 0.08310738 0.08404752 0.08913535 0.0722256  0.06942976 0.07678174
 0.07555079 0.08517157 0.08684941 0.08871091 0.08307696 0.07903672
 0.08795547 0.07866518 0.08215928 0.08423185 0.0889709  0.08064149
 0.0720646  0.07127477 0.08647571 0.08202161 0.08240186 0.09018688
 0.08202089 0.09000539 0.09242811 0.08601905 0.08315659 0.07202226
 0.09294627 0.08982737 0.07609833 0.07532374 0.08959876 0.08004528
 0.09586464 0.08575599 0.07651272 0.08826331 0.07193207 0.09201126
 0.08853525 0.08762588 0.0841178  0.08718984 0.08802518 0.07643707
 0.08247611 0.07757685 0.08175379 0.0911914  0.08207647 0.08386709
 0.10456126 0.08115355 0.08893236 0.0678101  0.08082857 0.07869623
 0.07830047 0.08026459 0.0745925  0.08023998]","[0.         0.00606061 0.         0.00398406 0.         0.0075188
 0.         0.         0.         0.         0.         0.
 0.         0.         0.00733496 0.00581395 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.00840336 0.         0.         0.         0.
 0.         0.00643087 0.00740741 0.         0.         0.
 0.         0.         0.         0.0070922  0.         0.
 0.         0.         0.         0.         0.00671141 0.
 0.         0.         0.00793651 0.         0.01515152 0.
 0.         0.         0.         0.00675676 0.         0.00724638
 0.00625    0.         0.00680272 0.         0.         0.
 0.00393701 0.         0.         0.         0.         0.
 0.00840336 0.         0.         0.00684932 0.         0.
 0.01315789 0.01078167 0.         0.0075188  0.         0.
 0.         0.         0.         0.         0.         0.00746269
 0.         0.         0.00649351 0.         0.         0.
 0.         0.00653595 0.         0.        ]",0.0,0.0
