disease_id,disease_name,disease_size,loo_median_CI,loo_median_DI,null_loo_medians_CI,null_loo_medians_DI,pvalue_CI,pvalue_DI
C1836195,Hypoplastic toes,31,0.029734359383430282,0.0,"[0.03114039 0.02914208 0.02442887 0.02726164 0.02255968 0.02314362
 0.02963915 0.0185369  0.02076938 0.02326562 0.01745301 0.0190162
 0.01980124 0.02168545 0.02883811 0.02767877 0.01841409 0.01815603
 0.02057469 0.02285905 0.02603233 0.01845966 0.02623011 0.01914561
 0.02187963 0.01538263 0.02191163 0.02474697 0.02114084 0.03161282
 0.02938617 0.01986682 0.02502193 0.02195139 0.02017308 0.02125256
 0.01814996 0.02876188 0.02544998 0.027225   0.02139104 0.02449363
 0.02238491 0.0213033  0.02097818 0.03011724 0.02417778 0.02875289
 0.0319833  0.02368386 0.02781497 0.02280552 0.02071629 0.02062042
 0.03225575 0.01888981 0.02438541 0.03092868 0.02069163 0.0201219
 0.02307862 0.02482885 0.02510045 0.01882496 0.01896703 0.02965568
 0.02240447 0.02094857 0.02446884 0.02275839 0.01658617 0.02537046
 0.02297104 0.02293968 0.02410895 0.02608803 0.02315256 0.02514969
 0.02874864 0.03289203 0.02523089 0.02032558 0.02159598 0.02612636
 0.02168571 0.01762355 0.01961199 0.02486917 0.02823347 0.02931786
 0.02896122 0.02550391 0.01817108 0.02714881 0.02387917 0.02934853
 0.02134224 0.01867327 0.02356863 0.02367198]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0.]",0.07,0.66
C0032273,Pneumoconiosis,14,0.0022944481567749595,0.0,"[0.         0.00219629 0.00547456 0.00247436 0.003722   0.00443366
 0.00283501 0.00561502 0.00156804 0.00219907 0.00384144 0.00153524
 0.00308014 0.00239274 0.00042848 0.00080098 0.00298917 0.00092283
 0.         0.00373114 0.00492649 0.00475544 0.00184568 0.00193727
 0.00091532 0.00671552 0.00496919 0.00314249 0.00162234 0.00277972
 0.00473464 0.00410563 0.0049478  0.00327132 0.00403874 0.00427753
 0.00548832 0.         0.0039512  0.0128215  0.00214755 0.00233907
 0.00256273 0.00313558 0.00101562 0.00312363 0.00275418 0.00343865
 0.00205424 0.00653005 0.00411254 0.0040269  0.00561133 0.00678137
 0.00232369 0.00093242 0.00403046 0.00498845 0.00475715 0.0051302
 0.00408544 0.00388716 0.00353925 0.         0.00457548 0.0029399
 0.         0.00248494 0.00275763 0.0037836  0.00310397 0.00137647
 0.00597757 0.00266487 0.00222028 0.00197942 0.00281528 0.00106069
 0.00457538 0.0033104  0.00353792 0.0035931  0.00378789 0.00032613
 0.01057056 0.00142758 0.0040422  0.00358018 0.00375404 0.00399355
 0.00877185 0.005921   0.00188504 0.00262056 0.00379007 0.0015569
 0.00175552 0.00134349 0.00366939 0.01781051]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0.]",0.7,0.55
C0043094,Weight Gain,99,0.07373854056212785,0.010526315789473684,"[0.06163888 0.07116027 0.05731148 0.06207835 0.06566598 0.05843064
 0.06353795 0.05951256 0.05728786 0.05812068 0.06759989 0.06238781
 0.06267968 0.06227672 0.06301008 0.05788774 0.05463007 0.06273339
 0.05549772 0.06123606 0.06084173 0.06275775 0.06235732 0.06417316
 0.0641897  0.06231288 0.05537641 0.06334922 0.06263882 0.06473784
 0.05566642 0.05973865 0.05880141 0.056162   0.06029922 0.06135202
 0.07318299 0.06525567 0.05782923 0.06254183 0.05923075 0.06484003
 0.05677653 0.06454666 0.05363693 0.06782105 0.06447297 0.05572047
 0.06338063 0.06475197 0.06071467 0.05334582 0.05901465 0.05751172
 0.0603806  0.06448307 0.05841212 0.05512603 0.0686944  0.07029872
 0.05861452 0.05791351 0.05903618 0.06439829 0.06080138 0.05920575
 0.05692011 0.06452325 0.05869753 0.05873784 0.05631126 0.05358679
 0.0621475  0.0608186  0.06515798 0.06204638 0.05851334 0.0560427
 0.051214   0.05636357 0.0640989  0.06505519 0.04853828 0.06404292
 0.05460878 0.06066825 0.0574992  0.0676777  0.06629925 0.05934994
 0.05821619 0.06206842 0.05787617 0.0566073  0.058764   0.0653126
 0.06043573 0.06697829 0.05691993 0.06052729]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0.]",0.0,0.0
C0042798,Low Vision,170,0.11610095913977286,0.007399425287356322,"[0.09339916 0.08330462 0.0743166  0.08896754 0.08263233 0.08116392
 0.09485602 0.10178772 0.09525511 0.09565363 0.09120971 0.09308056
 0.11184046 0.08788077 0.09543659 0.08684167 0.09735955 0.08547272
 0.09447625 0.08605284 0.09333163 0.09341931 0.09500412 0.07285262
 0.08897455 0.07605596 0.08680627 0.08734894 0.0856237  0.09406773
 0.08467771 0.09042822 0.09041928 0.08057478 0.09513571 0.07736858
 0.08673732 0.09305642 0.08113385 0.10110439 0.08892115 0.08250814
 0.07466493 0.08363329 0.07511309 0.09973418 0.0942088  0.08506338
 0.08447055 0.08533542 0.08745801 0.08122615 0.08462655 0.08044776
 0.08546242 0.07822213 0.07938093 0.08659198 0.09238361 0.08536385
 0.08723979 0.08316054 0.09634127 0.08420734 0.08369692 0.08967439
 0.08800066 0.09730446 0.09084015 0.0852791  0.09973841 0.08365602
 0.08245482 0.08728723 0.09395507 0.08732573 0.08347662 0.08719876
 0.08294631 0.08664989 0.08963632 0.08392887 0.09432126 0.08981859
 0.08653406 0.08274567 0.09203825 0.084689   0.08840777 0.08941114
 0.08101579 0.10193749 0.09279737 0.07738577 0.10163332 0.09038919
 0.08609472 0.0857973  0.07409884 0.09799377]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0.]",0.0,0.0
C0426870,Large hand,18,0.03146985012337142,0.0037047689484208507,"[0.01527179 0.01744009 0.02668006 0.01343028 0.01668286 0.01862449
 0.0189362  0.01954854 0.01906082 0.02243796 0.01800341 0.02266014
 0.02039044 0.02100786 0.01534895 0.01656047 0.02427744 0.02369381
 0.02048528 0.01806315 0.0133327  0.02168809 0.0187607  0.01512058
 0.01747987 0.01727206 0.0209102  0.0171283  0.02965092 0.02205172
 0.01551782 0.02029686 0.01640285 0.0193155  0.01837939 0.01819255
 0.0172693  0.02168005 0.02029315 0.02015376 0.03060342 0.02276224
 0.02477951 0.02082348 0.02011636 0.01509876 0.01999123 0.0142979
 0.02007241 0.01627378 0.01582781 0.01813604 0.02763806 0.01545917
 0.02274426 0.02056034 0.0222936  0.020577   0.02343197 0.02813548
 0.01645371 0.01676837 0.01767676 0.015906   0.01553314 0.01873113
 0.02063279 0.02216943 0.01812177 0.01096436 0.01856353 0.0232398
 0.01547626 0.02249327 0.01912681 0.0134557  0.0189279  0.01724171
 0.02847351 0.01742295 0.01975233 0.02071158 0.02213398 0.01829672
 0.020647   0.02467885 0.01059063 0.02261825 0.02320947 0.02404186
 0.01431135 0.01508467 0.0259757  0.01793142 0.02013677 0.02132515
 0.02157077 0.02105057 0.0176928  0.01637908]","[0.        0.        0.        0.        0.        0.        0.
 0.        0.        0.        0.        0.        0.        0.
 0.        0.        0.        0.        0.        0.        0.
 0.        0.        0.        0.        0.        0.        0.
 0.        0.        0.        0.        0.        0.        0.
 0.        0.        0.        0.        0.        0.        0.
 0.        0.        0.        0.        0.        0.        0.
 0.        0.        0.        0.        0.        0.        0.
 0.        0.        0.        0.        0.        0.        0.
 0.        0.        0.        0.        0.        0.        0.
 0.0018797 0.        0.        0.        0.        0.        0.
 0.        0.        0.        0.        0.        0.        0.
 0.        0.        0.        0.        0.        0.        0.
 0.        0.        0.        0.        0.        0.        0.
 0.        0.       ]",0.0,0.0
C0853945,Oral mucosal blistering,10,0.06027990163844765,0.05742971887550201,"[0.00639882 0.006239   0.0073583  0.00367161 0.00782421 0.00653684
 0.00349233 0.01159629 0.00244808 0.00551826 0.00638414 0.00743478
 0.00972912 0.00430678 0.00466688 0.01209628 0.00469394 0.00418528
 0.00732439 0.00366677 0.0111298  0.01146223 0.00624453 0.00378594
 0.00594063 0.00179548 0.00576116 0.00713046 0.00843388 0.0063416
 0.00817874 0.00563718 0.0049677  0.00865807 0.00407403 0.00379912
 0.00871571 0.00845179 0.00689503 0.00513385 0.00561252 0.00469901
 0.00573373 0.00655117 0.00520799 0.00552983 0.00146405 0.00599555
 0.01012458 0.00431922 0.00551722 0.00356316 0.00457101 0.00585342
 0.00799312 0.00525226 0.00796614 0.00479797 0.01142316 0.00404819
 0.00214711 0.00698705 0.00402141 0.00446356 0.00881506 0.00334891
 0.00630456 0.00859705 0.00459972 0.00563024 0.00736594 0.01174374
 0.00555331 0.01337333 0.00934902 0.00335004 0.0052128  0.00666881
 0.00408187 0.00450681 0.00666851 0.0055183  0.00467954 0.00412166
 0.0056667  0.00292467 0.00506464 0.00738496 0.01103758 0.00531429
 0.01133456 0.0040374  0.01331612 0.00366511 0.00651668 0.00273283
 0.00255429 0.00289488 0.00223572 0.00518518]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0.]",0.0,0.0
C3278923,Dilated ventricles (finding),121,0.0964610891042351,0.010526315789473684,"[0.09215837 0.09521046 0.08865612 0.0890441  0.07845325 0.08206297
 0.08574424 0.09385605 0.08588805 0.08522945 0.08312101 0.09116543
 0.07403124 0.08182875 0.08698429 0.08181228 0.07900264 0.09447636
 0.07785803 0.07345015 0.0751457  0.09427791 0.08246499 0.07948254
 0.09208065 0.08418485 0.09205171 0.0781862  0.08346042 0.07620485
 0.07878584 0.08615879 0.08731044 0.08170074 0.07960305 0.08537426
 0.07913365 0.07563517 0.08189156 0.08636904 0.08280249 0.07737495
 0.08079424 0.0841965  0.08665742 0.0810054  0.08931719 0.0826007
 0.07390742 0.08954844 0.08847657 0.07283843 0.0842265  0.07840869
 0.09265616 0.08224855 0.07801806 0.09095971 0.0812019  0.09387601
 0.08885883 0.08441069 0.07860332 0.07428589 0.08700759 0.0793699
 0.09823535 0.09086529 0.07479676 0.08963485 0.07690028 0.08841797
 0.08599691 0.08566506 0.07685369 0.08436722 0.08030969 0.07962943
 0.09228048 0.08113237 0.08336322 0.08599942 0.08031801 0.07933052
 0.07250324 0.07336172 0.08381431 0.08066877 0.08600308 0.07648961
 0.08199032 0.07743905 0.08067868 0.08393596 0.08523504 0.08204294
 0.0914633  0.07650945 0.08509415 0.10163389]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0.]",0.02,0.0
C0263498,Premature canities,25,0.040332695866624434,0.004608294930875576,"[0.01954466 0.01778368 0.01228453 0.01614989 0.01036114 0.01342666
 0.01414369 0.02341293 0.01984803 0.02331993 0.01257168 0.01284299
 0.01483524 0.01392761 0.01339259 0.01097459 0.02018709 0.01126398
 0.01634734 0.01535887 0.01695564 0.01033433 0.01532692 0.01348628
 0.0193016  0.01766685 0.01157999 0.01635057 0.01583809 0.01981263
 0.01113479 0.01083683 0.023155   0.01037537 0.01719973 0.01799657
 0.01698791 0.0147726  0.01386071 0.01744004 0.01429379 0.01781364
 0.01324975 0.01024615 0.01142335 0.01505516 0.01499547 0.01714402
 0.01206296 0.01654995 0.01522342 0.01764089 0.01244386 0.00909559
 0.02234278 0.01453105 0.02427349 0.02356015 0.01923953 0.01675467
 0.01473471 0.01899925 0.01395086 0.01359884 0.01131844 0.01843756
 0.01976324 0.01224486 0.01977262 0.0179047  0.01328197 0.01508356
 0.01215735 0.01638953 0.01668463 0.01245778 0.01004581 0.01736756
 0.02071675 0.01304296 0.02098159 0.01286527 0.01626209 0.01013508
 0.01701602 0.0159057  0.01578707 0.01769266 0.01856577 0.01036117
 0.01300743 0.01656964 0.0163728  0.02355463 0.01297404 0.01791259
 0.01090109 0.01550037 0.01734239 0.01598483]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0.]",0.0,0.0
C0028077,Night Blindness,83,0.062382372617088976,0.014184397163120567,"[0.02251514 0.02751996 0.02628929 0.02723024 0.03041322 0.02633283
 0.02670328 0.03270323 0.0215973  0.02430493 0.02623636 0.02979924
 0.02273821 0.02492688 0.02885072 0.02838871 0.02417653 0.02081103
 0.02953178 0.02748848 0.02883902 0.02614386 0.03058985 0.02588059
 0.02234357 0.02832749 0.02774552 0.02988342 0.02499832 0.02970532
 0.03066249 0.02486877 0.0241711  0.02690501 0.02836526 0.02704017
 0.03154457 0.02357023 0.02027561 0.02098555 0.0228444  0.02085121
 0.01844684 0.02748169 0.02459032 0.03075814 0.03240383 0.02945009
 0.03162186 0.03511594 0.03168839 0.02687741 0.02528119 0.02766646
 0.02796328 0.02432121 0.02631139 0.02811812 0.02249952 0.02917899
 0.03304196 0.0268545  0.02632271 0.03431672 0.02745507 0.0303975
 0.03151117 0.02898295 0.03128013 0.02080608 0.02144256 0.02674055
 0.02965402 0.032279   0.02343024 0.02974868 0.02388101 0.02638377
 0.02033948 0.02894282 0.0270145  0.02705378 0.0315328  0.03357444
 0.02790058 0.02286164 0.02679014 0.02823757 0.03086544 0.03206999
 0.02661295 0.03134894 0.02450001 0.02419567 0.02643876 0.03362122
 0.03221893 0.0248452  0.02223624 0.02766959]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0.]",0.0,0.0
C1837485,Flat acetabular roof,9,0.0067988470474684825,0.0,"[0.00428596 0.00261802 0.00338473 0.00668384 0.00447705 0.00391606
 0.00714094 0.0058339  0.00332159 0.00524686 0.0050097  0.00503702
 0.00457967 0.00259901 0.00378788 0.00634686 0.00342826 0.00399999
 0.00397963 0.0054239  0.00536967 0.00296548 0.00352025 0.00620282
 0.00290304 0.00171988 0.00189426 0.004297   0.00272114 0.00239988
 0.00091487 0.00041877 0.00574939 0.00343753 0.00102443 0.00639571
 0.00239879 0.00374364 0.00401646 0.         0.00699672 0.0037237
 0.00558054 0.00205569 0.00450054 0.00348206 0.00225584 0.00060865
 0.0065758  0.00393071 0.00339453 0.00200681 0.00534059 0.00492328
 0.00343235 0.00317127 0.         0.00251058 0.00431433 0.00343316
 0.00146342 0.00313601 0.00436942 0.00431838 0.00238555 0.00312956
 0.00418337 0.00284614 0.00372139 0.00390306 0.00126547 0.00436173
 0.00531677 0.00288465 0.00085993 0.00392675 0.0034924  0.00352319
 0.00325252 0.00501281 0.00238741 0.00284483 0.00188312 0.00466844
 0.00221795 0.00481321 0.00552243 0.00514825 0.00622416 0.00528543
 0.00259581 0.00270506 0.00384977 0.0089393  0.0048736  0.00519342
 0.00366163 0.00317933 0.00196695 0.00198546]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0.]",0.03,0.49
C1837482,Thoracic hypoplasia,14,0.008577118870088765,0.0,"[0.00198416 0.00951161 0.00545357 0.00869706 0.00137338 0.00174628
 0.00584899 0.00499983 0.00573333 0.00167738 0.00140163 0.00097193
 0.00368461 0.00581652 0.00456151 0.00494961 0.00361857 0.00638252
 0.00417834 0.00304094 0.00778097 0.00626005 0.0089387  0.00083371
 0.01029131 0.00255755 0.00163569 0.00640782 0.00630456 0.00371181
 0.00211292 0.00742105 0.00493724 0.00694352 0.00492095 0.0039912
 0.00664662 0.00292457 0.01031569 0.01255952 0.00314778 0.00276614
 0.00376642 0.00721467 0.00791996 0.00220355 0.00592599 0.00265521
 0.00467108 0.00297801 0.00546441 0.00401792 0.00733382 0.00266153
 0.0016893  0.00053682 0.00994088 0.00695986 0.00397313 0.00210922
 0.00873944 0.00434635 0.00458174 0.00696832 0.00628837 0.00767554
 0.00246871 0.01070367 0.00221586 0.00542768 0.0026177  0.00138867
 0.00636528 0.00625742 0.00500455 0.00684473 0.00530784 0.00378552
 0.00784159 0.0043984  0.00563612 0.00473622 0.00448804 0.00540987
 0.00306617 0.00286053 0.00358987 0.0042111  0.00373765 0.00542481
 0.00460678 0.00358835 0.00941232 0.00570882 0.00076357 0.00404448
 0.0015727  0.00276223 0.00327483 0.00539765]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0.]",0.1,0.39
C0003466,"Anus, Imperforate",46,0.05013412532003988,0.0,"[0.02586863 0.02714531 0.02359354 0.02915572 0.0196639  0.02712386
 0.02390074 0.0227511  0.0310215  0.02237066 0.02676151 0.02688056
 0.01961367 0.02443506 0.02437789 0.02740166 0.02533039 0.02353237
 0.02316089 0.02783582 0.02445467 0.01995747 0.02629442 0.02188278
 0.02037862 0.02786392 0.02984034 0.0207386  0.02315555 0.02238667
 0.01590726 0.02447151 0.02889903 0.02367937 0.02445529 0.02722044
 0.02538415 0.026894   0.02305699 0.0266979  0.02737529 0.0277322
 0.02484913 0.02627128 0.02195271 0.02684439 0.02670149 0.02831577
 0.02834661 0.02463784 0.0250578  0.02875462 0.02781847 0.02534309
 0.02699246 0.02563721 0.023635   0.02122169 0.02335914 0.0289103
 0.025704   0.02857505 0.02568441 0.01960241 0.02034397 0.0310988
 0.01719041 0.0257513  0.02864877 0.02210843 0.03550085 0.02613797
 0.0244     0.02517212 0.02011741 0.01925565 0.02852798 0.02825949
 0.02508083 0.02533087 0.02357665 0.02250781 0.02067838 0.02674375
 0.0183416  0.02184903 0.02610264 0.02291019 0.02076335 0.02784322
 0.02143361 0.02050317 0.02734989 0.02596976 0.02605443 0.02812836
 0.02258615 0.0276402  0.02019586 0.02948774]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0.]",0.0,0.57
C0003467,Anxiety,112,0.12408271421487219,0.016001024065540194,"[0.0904825  0.10137222 0.10303901 0.09839853 0.09216175 0.10300721
 0.0956131  0.09917796 0.09674055 0.10086698 0.08779079 0.08470379
 0.08305053 0.09654199 0.11008759 0.09702326 0.10122294 0.09941402
 0.09428212 0.08741897 0.1090373  0.09778886 0.0840828  0.09282717
 0.07774152 0.09338199 0.09420936 0.09580977 0.08877937 0.0966506
 0.08798269 0.09308331 0.0836269  0.08379036 0.09284937 0.09942797
 0.09302635 0.08761779 0.09118751 0.10278996 0.08838483 0.10463851
 0.09592806 0.09289525 0.09572783 0.09111577 0.09768177 0.09050706
 0.09207804 0.09339215 0.10387914 0.09833992 0.09072596 0.0905315
 0.0918631  0.09662705 0.08155922 0.08894432 0.09424303 0.08417902
 0.09640296 0.0920138  0.09703786 0.10704113 0.098301   0.08763423
 0.1043553  0.09041667 0.09084743 0.10293762 0.09034288 0.09317044
 0.08710315 0.10088409 0.10710093 0.09523106 0.09313062 0.09719916
 0.10490481 0.09876844 0.0936343  0.09211227 0.09782847 0.10059755
 0.10097355 0.09266054 0.09967478 0.08626424 0.09995283 0.09618889
 0.09501997 0.08967614 0.10458864 0.09451419 0.10241748 0.10266193
 0.08776548 0.09239931 0.09528582 0.09195387]","[0.         0.         0.         0.         0.00522796 0.00791678
 0.         0.00825408 0.         0.00253807 0.00722257 0.00180505
 0.00166667 0.00671898 0.00265957 0.         0.00437645 0.00569059
 0.         0.         0.00519512 0.         0.         0.
 0.         0.         0.         0.         0.         0.00689786
 0.00682793 0.01212166 0.         0.         0.         0.00664459
 0.         0.01032684 0.         0.         0.00677464 0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.00181818 0.00689116 0.         0.
 0.         0.00732689 0.003125   0.         0.         0.
 0.         0.         0.         0.00734007 0.00572581 0.
 0.         0.         0.         0.00526447 0.         0.
 0.         0.00524866 0.00806504 0.         0.         0.
 0.         0.         0.0026455  0.         0.         0.00631861
 0.         0.00643648 0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.00382215]",0.0,0.0
C1260926,Abnormal pigmentation,25,0.047870897739995394,0.008356545961002786,"[0.02063272 0.01756371 0.01646055 0.01296846 0.01943549 0.01950175
 0.011912   0.0191825  0.0101874  0.02307227 0.02092925 0.01699647
 0.01965651 0.01814456 0.02067584 0.01603133 0.01744338 0.01788994
 0.01735624 0.0140226  0.02793085 0.0159533  0.02408095 0.01857703
 0.01809657 0.01521066 0.01634263 0.01481257 0.02336592 0.02072616
 0.02623875 0.01745298 0.01894215 0.0159656  0.02469781 0.01624788
 0.01194414 0.01922744 0.01340806 0.00973742 0.01535959 0.02037995
 0.01676465 0.01795402 0.02044386 0.01474798 0.01876202 0.01580862
 0.01566322 0.02168943 0.01792495 0.02098048 0.01583942 0.02211771
 0.0259314  0.0177185  0.01789857 0.02092462 0.0178554  0.01780818
 0.02256494 0.02959155 0.0100262  0.02289572 0.02901489 0.01666372
 0.0168097  0.02444828 0.01548859 0.01794778 0.01949837 0.01680238
 0.01755965 0.02105273 0.02317234 0.01716274 0.02122567 0.02064102
 0.01382358 0.02094747 0.02571228 0.01574419 0.02922599 0.01989134
 0.01557483 0.02637514 0.01325245 0.0238069  0.01782628 0.02559602
 0.02007644 0.01475571 0.02600521 0.02580221 0.020894   0.02375487
 0.01842323 0.02018186 0.01093121 0.01670443]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0.]",0.0,0.0
