,data,data,loo_ptest[DP],loo_ptest[DP],loo_ptest[DP],lci_dpp[d=1][DP],lci_dpp[d=1][DP],lci_dpp[d=1][DP],lci_dpp[d=1][DP],lci_dpp[d=8][DP],lci_dpp[d=8][DP],lci_dpp[d=8][DP],lci_dpp[d=8][DP],ci_dpp[DP],ci_dpp[DP],ci_dpp[DP],ci_dpp[DP],rw_dpp[DP],rw_dpp[DP],rw_dpp[DP],rw_dpp[DP],dns_dpp[DP],dns_dpp[DP],dns_dpp[DP],dns_dpp[DP],diamond_dpp[DP],diamond_dpp[DP],diamond_dpp[DP],diamond_dpp[DP],node2vec_dpp[DP],node2vec_dpp[DP],node2vec_dpp[DP],node2vec_dpp[DP],subgraph_metrics[DP],subgraph_metrics[DP],subgraph_metrics[DP]
C0015230,Exanthema,integumentary system ,42.0,0.0,0.0,0.265,0.095,0.9022779456193352,0.01759783695283004,0.28500000000000003,0.115,0.9257703927492448,0.031167806546509132,0.21,0.05,0.8599305135950001,0.0104000201932,0.215,0.045,0.875348826400186,0.011161431980012146,0.0,0.0,0.7962771322333256,0.0025412321535186696,0.125,0.05,0.6061805716941668,0.005469324869350037,0.05,0.025,0.7681203811294446,0.004609770834611365,0.964139666561812,0.7882014439599669,0.06620209059233449
C0015300,Exophthalmos,nervous system ,93.0,0.0,1.0,0.15333333333333332,0.02222222222222222,0.8478281981198492,0.013228034578489629,0.20777777777777776,0.07666666666666666,0.8843312833892408,0.03952447846625498,0.06444444444439999,0.022222222222199998,0.795377324305,0.014837062879000001,0.04444444444444444,0.01111111111111111,0.7977450097320579,0.004157792582804567,0.0,0.0,0.659816100343728,0.0013446502342812044,0.09555555555555556,0.021111111111111112,0.5523292748581603,0.004371648507231042,0.03222222222222222,0.01111111111111111,0.7004457075413095,0.005849318720490545,0.9682210708117444,0.6995048352625008,0.021505376344086027
C0015310,Exotropia,nervous system ,24.0,0.05,1.0,0.03333333333333333,0.0,0.7173532098020093,0.0015140183198952,0.03333333333333333,0.0,0.7819919813000202,0.0011386747325532974,0.0,0.0,0.617648493011,0.000395326212662,0.03333333333333333,0.0,0.6573468629545348,0.0008033378260181625,0.0,0.0,0.5160451400176473,0.000441606099098105,0.0,0.0,0.4930339478939302,0.00011144389502420296,0.0,0.0,0.5145776250406352,0.0002570658184561426,0.9768421052631578,0.9713462704669495,0.03985507246376811
C0015371,Extrapyramidal Disorders,,29.0,0.11,1.0,0.03333333333333333,0.03333333333333333,0.7813123219373219,0.034643279472036666,0.13333333333333333,0.03333333333333333,0.8558950359222098,0.03711720324702452,0.0333333333333,0.0,0.68981829865,0.0014254743682100002,0.0,0.0,0.7249930323299889,0.0006532827391486577,0.0,0.0,0.5036138981791155,0.00026810202503704355,0.0,0.0,0.5178755574136009,0.00035835576932513,0.0,0.0,0.6723484144679797,0.0006681117348138278,0.9878714372346876,0.9256613310867734,0.024630541871921183
C0015393,Eye Abnormalities,,33.0,0.0,1.0,0.0,0.0,0.7580677383385988,0.0017889151139967988,0.025,0.0,0.6103473641826179,0.0016057485984794955,0.025,0.0,0.7649422350239999,0.0017542205450599999,0.03333333333333333,0.0,0.7517441770426809,0.0015226364456154635,0.0,0.0,0.6039684383324039,0.0006607242897083304,0.0,0.0,0.493031035123583,0.00015329327164211967,0.05833333333333333,0.0,0.6530264665799417,0.002138318430078789,0.9765051395007344,0.8802603540002609,0.045454545454545456
C0015397,Disorder of eye,nervous system ,21.0,0.0,1.0,0.0,0.0,0.7230501640663695,0.0013521231000290965,0.05,0.0,0.7599457497523526,0.0019754322023179107,0.0,0.0,0.74637583581,0.000727908160408,0.05,0.0,0.746235760277365,0.0013376655213384265,0.0,0.0,0.526079587667162,0.0005873436897980344,0.0,0.0,0.4930349182763745,9.75014426491214e-05,0.0,0.0,0.5487602154531946,0.0003080208516829722,0.9858457183297948,0.9285148340522932,0.047619047619047616
C0015625,Fanconi Anemia,hematopoietic system ,22.0,0.0,0.0,0.65,0.5166666666666666,0.9878554291463508,0.16086259260879202,0.7,0.5166666666666666,0.8179560405541368,0.23182817501454345,0.7,0.46666666666699996,0.98379227614,0.202053912126,0.7,0.5,0.9858888630910921,0.11867338065886082,0.4666666666666666,0.1,0.9166569924928409,0.019436616131651173,0.5666666666666667,0.3,0.7794241931739029,0.04735180306678929,0.7,0.4666666666666666,0.9381828031886078,0.10413991040520762,0.9089595375722545,0.9151370563318564,0.2727272727272727
C0015644,Muscular fasciculation,,22.0,0.05,0.02,0.1,0.05,0.8236506462348118,0.007941384600661709,0.25,0.1,0.8695635012769911,0.061506180090924525,0.133333333333,0.05,0.783464128163,0.00602950856195,0.05,0.0,0.7932033124371178,0.0023839028697501077,0.0,0.0,0.6843901400820369,0.0004937091861096243,0.08333333333333333,0.0,0.5600263137528055,0.0017611189113309702,0.0,0.0,0.5580798699791039,0.0004449115969808623,0.9813204508856684,0.7948769412177927,0.12554112554112554
C0015672,Fatigue,,182.0,0.0,0.0,0.06111111111111112,0.016666666666666666,0.8473024383571012,0.00962444973841482,0.1108187134502924,0.038888888888888896,0.8962510652850451,0.01952963849127471,0.043567251462,0.0,0.7992511747200001,0.005757228440770001,0.03888888888888888,0.005555555555555555,0.8313115625320611,0.007061109445550122,0.0,0.0,0.7298730002393898,0.002099265664150269,0.027192982456140345,0.005263157894736842,0.5287045997058923,0.0022723315705655447,0.016666666666666666,0.005555555555555555,0.6857548373858623,0.002825548713561465,0.9467867376176832,0.4652476191085329,0.027624309392265192
C0015695,Fatty Liver,inherited metabolic disorder,59.0,0.0,0.0,0.06666666666666668,0.0,0.8480940087449994,0.004514973537223185,0.06666666666666668,0.0,0.8566123205259405,0.006397415730230465,0.06666666666669999,0.0166666666667,0.826266474401,0.0053026255043,0.05,0.03333333333333333,0.8206723106025366,0.02312416413603522,0.05333333333333333,0.016666666666666666,0.6970990324681365,0.0027750593873185447,0.08333333333333333,0.016666666666666666,0.560006357180513,0.003969979179040563,0.08333333333333333,0.016666666666666666,0.8134707104536856,0.019944122127653237,0.972782258064516,0.7567708408725736,0.031560490940970194
C0015923,Fetal Alcohol Syndrome,,15.0,0.01,1.0,0.05,0.05,0.7971752854888126,0.007939274872972652,0.05,0.05,0.8162264413703463,0.05083531574552656,0.05,0.0,0.785340265528,0.0015952368639300001,0.0,0.0,0.7803732243988487,0.0004776878986701743,0.0,0.0,0.4872087085693065,6.962603088540491e-05,0.0,0.0,0.4930368582304336,6.962603088540491e-05,0.0,0.0,0.5613800946987281,0.0005155098765003467,0.9854651162790696,0.9626242151579572,0.047619047619047616
C0015934,Fetal Growth Retardation,,184.0,0.0,0.0,0.054385964912280704,0.005555555555555555,0.8177409712149805,0.006624052861246122,0.06608187134502924,0.005555555555555555,0.8577641408532326,0.009614921815572535,0.0377192982456,0.0105263157895,0.775055550494,0.00517679139763,0.04356725146198831,0.0,0.7946969012934557,0.005027279421746271,0.0,0.0,0.7092200959673941,0.002145350299558711,0.005555555555555555,0.0,0.506527884145242,0.0010551384131875867,0.010818713450292398,0.0,0.6511405191498374,0.0022518454171547822,0.9582166702562998,0.4648734394614073,0.01728439059158945
C0015967,Fever,,124.0,0.0,0.0,0.08012820512820512,0.038461538461538464,0.8095209041413491,0.010829181452214884,0.11153846153846153,0.055769230769230765,0.8138397295328195,0.01585881660488504,0.0391025641026,0.023076923076900003,0.78103457764,0.005566048416529999,0.08076923076923077,0.008333333333333333,0.7878512286947876,0.005384557688333889,0.007692307692307694,0.0,0.7043151018020378,0.0020179316954993505,0.039743589743589734,0.03205128205128205,0.5208259011086426,0.002874728551231226,0.0737179487179487,0.025,0.7398864918344226,0.007220218320366481,0.9508501214459208,0.6471302139736359,0.022554419092578024
C0016059,Fibrosis,,41.0,0.0,0.0,0.215,0.125,0.8626347834169922,0.017990366586521443,0.265,0.12,0.7463057724484105,0.032382150245177224,0.19,0.12,0.862658486708,0.0302672073675,0.195,0.05,0.8629274725785463,0.009285827565608223,0.025,0.0,0.7390223554564046,0.0019067475340106574,0.175,0.15,0.5941450548429075,0.044432056129894905,0.025,0.0,0.8058979364194089,0.002179280338597178,0.963302752293578,0.8275599413376382,0.06585365853658537
C0016202,Flatfoot,,72.0,0.0,0.0,0.17857142857142858,0.09821428571428573,0.8775965790086107,0.01655979191454786,0.20535714285714285,0.09285714285714283,0.846819708101998,0.03265076491056409,0.0857142857143,0.0285714285714,0.81408848366,0.006698903808329999,0.014285714285714284,0.014285714285714284,0.8104654410053526,0.004473694253276575,0.0,0.0,0.6677986718308455,0.000839755741610366,0.057142857142857134,0.014285714285714284,0.536005851258353,0.002203880573504818,0.026785714285714284,0.0125,0.7175009973735829,0.00391287113178784,0.9754007739082364,0.5563831954688073,0.034820031298904534
C0016382,Flushing,,58.0,0.0,0.0,0.19,0.05,0.8645485061320681,0.01887642511251391,0.2566666666666667,0.10333333333333332,0.8677108237592446,0.02086577015972921,0.156666666667,0.09,0.8249415476690001,0.0710249667479,0.05,0.03333333333333333,0.8440424360822985,0.008624156530583741,0.016666666666666666,0.0,0.7082165061940866,0.0020293316166393764,0.05333333333333333,0.05333333333333333,0.5466480611501311,0.0069431017782531365,0.0,0.0,0.7025481805355288,0.0010920442173661515,0.9670781893004116,0.777243735074514,0.03629764065335754
C0016506,Foot Deformities,,30.0,0.2,1.0,0.0,0.0,0.7327232467753674,0.0009332835852849336,0.03333333333333333,0.03333333333333333,0.6693083104937985,0.004536674658736036,0.0,0.0,0.660950589183,0.000621327122895,0.03333333333333333,0.03333333333333333,0.7481217385918459,0.034126463860622736,0.03333333333333333,0.03333333333333333,0.5419991948096189,0.005154424554539292,0.0,0.0,0.4930320063176475,0.00013934045517882029,0.0,0.0,0.7102088849661665,0.0007934046474571702,0.9812814974802015,0.9551968521540836,0.029885057471264367
C0016522,"Foramen Ovale, Patent",cardiovascular system ,10.0,0.1,1.0,0.1,0.0,0.7156634334246066,0.0031634803138361057,0.2,0.1,0.7332250429294102,0.05201859706657375,0.0,0.0,0.675843504896,0.00141090707328,0.0,0.0,0.6945792917807584,0.0007667006222525397,0.0,0.0,0.4925093980600548,4.640801930573604e-05,0.0,0.0,0.4930384740335082,4.640801930573604e-05,0.0,0.0,0.5541931591404836,0.0009520435760256651,0.9895833333333334,0.9883444852147636,0.04444444444444445
C0016663,Pathological fracture,,20.0,0.31,1.0,0.0,0.0,0.7334505734317686,0.00039884666367028936,0.0,0.0,0.7892173933231185,0.000595410765188917,0.0,0.0,0.620773552491,0.000338828848083,0.1,0.05,0.7473893764219715,0.05087792281333873,0.0,0.0,0.4864280076148024,9.28548214866057e-05,0.0,0.0,0.4930352416771139,9.28548214866057e-05,0.0,0.0,0.6234503412731579,0.0003838058068736855,0.9745762711864406,0.986991647268246,0.04736842105263158
C0016689,Freckles,,33.0,0.0,0.0,0.25,0.13333333333333333,0.8917007371616179,0.049094090909583235,0.4,0.2833333333333333,0.8977327634268726,0.07095063457696235,0.21666666666700002,0.08333333333330001,0.8684820820170001,0.0162910439203,0.26666666666666666,0.08333333333333333,0.8840883045282784,0.0210869139309874,0.05,0.0,0.8029887180201944,0.0027970440242011765,0.025,0.0,0.5223999953540235,0.001201878887055844,0.09166666666666663,0.025,0.7615173759524252,0.02849364709827405,0.968313843832516,0.8036775527693425,0.07954545454545454
C0016978,gallbladder neoplasm,cancer,10.0,0.0,0.0,0.5,0.5,0.8997888337123499,0.06962767742019313,0.6,0.4,0.8442033693785678,0.1741632699579112,0.5,0.4,0.8836752216089999,0.17279284499699998,0.6,0.4,0.9246530839560032,0.057016893857750835,0.0,0.0,0.906877987654894,0.0012307687074478418,0.3,0.2,0.7446303429711791,0.0250811509228034,0.1,0.1,0.8502622174780712,0.02609467732663186,0.9829440118650352,0.8395082239574679,0.5111111111111111
C0017168,Gastroesophageal reflux disease,gastrointestinal system ,78.0,0.0,0.0,0.07678571428571428,0.014285714285714284,0.7704152062147079,0.004330612473593627,0.08928571428571427,0.026785714285714284,0.8384014618930117,0.007778501275066046,0.0375,0.0125,0.7256798999690001,0.00259932008683,0.0125,0.0,0.7532993189361037,0.0019347572417746878,0.0,0.0,0.6497568638470799,0.0010878134990862961,0.025,0.025,0.5181595977466362,0.0029583636356222405,0.0,0.0,0.6741023624403903,0.001339731126656667,0.9701311806256306,0.6425187514498544,0.024642024642024644
C0017178,Gastrointestinal Diseases,,12.0,0.13,1.0,0.2,0.1,0.6213982362497099,0.011139965667089273,0.25,0.2,0.5923450916686006,0.039359132871208916,0.2,0.2,0.7279287537710001,0.0254802625237,0.0,0.0,0.8154026456254352,0.0013359090692608145,0.15,0.0,0.6413297748897656,0.0033255944042766424,0.0,0.0,0.4930378278022743,5.569393093524347e-05,0.1,0.1,0.7025899280575538,0.03438124059963575,0.9835728952772074,0.9824211670895252,0.060606060606060615
C0017181,Gastrointestinal Hemorrhage,,51.0,0.0,0.0,0.2566666666666667,0.08,0.8980526364735424,0.018355349217414003,0.34,0.12,0.9062611984252458,0.025814455274764583,0.313333333333,0.14,0.8560452896870001,0.0202384631177,0.19666666666666668,0.04,0.865525589757897,0.02925452818248756,0.02,0.0,0.739770606652407,0.0026510995490714533,0.09666666666666666,0.07666666666666667,0.5419682104218978,0.0358292276146482,0.18,0.06000000000000001,0.8031327691496948,0.030648250927211563,0.9527355131110392,0.8172108429662678,0.057254901960784324
C0017563,Gingival Diseases,gastrointestinal system ,19.0,0.0,1.0,0.5,0.25,0.9190674621599036,0.08027942779624711,0.55,0.5,0.923849707493732,0.11048983554284206,0.55,0.35,0.88129120624,0.145138907621,0.35,0.25,0.901880397437088,0.04246963635227702,0.2,0.05,0.7140112823846224,0.008763917260678359,0.2,0.15,0.5943495217754666,0.0600696380985488,0.2,0.1,0.8634715386758287,0.03686408858272567,0.9543899657924744,0.9489319691258302,0.11695906432748535
C0017565,Gingival Hemorrhage,,18.0,0.0,0.0,0.4,0.4,0.8184131111007941,0.09291036552121663,0.4,0.35,0.8256743581410465,0.2168529074196127,0.45,0.4,0.796068758995,0.203028712932,0.45,0.2,0.8056989646687404,0.029324787457613907,0.45,0.0,0.7677642880356562,0.011675068671184369,0.4,0.4,0.6956938576535587,0.11094392276852567,0.25,0.15,0.8511258647105251,0.025834315079379597,0.9304084720121027,0.9450238109590692,0.1503267973856209
C0017566,Gingival Hyperplasia,,34.0,0.02,1.0,0.2416666666666667,0.05833333333333333,0.7135210007898526,0.012921256851161722,0.175,0.0,0.7217834796883953,0.004237430222175768,0.18333333333299998,0.05833333333330001,0.683701931267,0.017809267904,0.1,0.0,0.7328516780498381,0.0038199346419508077,0.09166666666666663,0.0,0.6438294692499495,0.002983462417365334,0.03333333333333333,0.03333333333333333,0.5099002617355077,0.001740601116927809,0.03333333333333333,0.03333333333333333,0.7687729405751986,0.00336201036790046,0.9696048632218844,0.9329053344227852,0.035650623885918005
C0017567,Gingival Hypertrophy,gastrointestinal system ,33.0,0.01,1.0,0.125,0.0,0.728258571826798,0.0039921898155697855,0.05833333333333333,0.05833333333333333,0.7317004661463172,0.0030734658956038325,0.09166666666670001,0.0,0.678651350431,0.00262101796993,0.06666666666666668,0.0,0.7329078393111566,0.0035239577874625646,0.06666666666666668,0.0,0.5963583286873567,0.0019173095484876508,0.06666666666666668,0.0,0.5266307377810816,0.0011732423794808544,0.03333333333333333,0.0,0.6991288793904479,0.0015700522136073926,0.970496894409938,0.934879464393228,0.03598484848484849
C0017574,Gingivitis,gastrointestinal system ,11.0,0.16,1.0,0.0,0.0,0.7395688294811101,0.0005540349146704612,0.0,0.0,0.8174719205420959,0.0007608205146384439,0.0,0.0,0.666065627031,0.000355001857385,0.0,0.0,0.6898124941984591,0.0003689357180583485,0.0,0.0,0.4870161514898357,5.105075966009834e-05,0.0,0.0,0.4930381509328877,5.105075966009834e-05,0.0,0.0,0.6491854636591479,0.000671082082679567,0.9851411589895988,0.9778633301251204,0.09090909090909093
C0017601,Glaucoma,nervous system ,117.0,0.0,0.0,0.10075757575757577,0.025,0.8112228629579376,0.008650905359886824,0.08484848484848485,0.04242424242424242,0.8636785179217548,0.018744064012896498,0.0431818181818,0.00909090909091,0.73412299299,0.00320423769974,0.07803030303030302,0.016666666666666666,0.7789318853177296,0.014197726419558384,0.04242424242424242,0.008333333333333333,0.6910684326944823,0.0030109961821474657,0.02575757575757576,0.0,0.5146734544606513,0.001013173354088619,0.016666666666666666,0.008333333333333333,0.5975419069425599,0.0017840999335388152,0.9637221648724376,0.5931508253870604,0.018125552608311227
C0017636,Glioblastoma,cancer,77.0,0.0,0.0,0.14285714285714285,0.0625,0.8865259211226391,0.04238238328572313,0.2607142857142857,0.07678571428571428,0.8937528265496143,0.037408922200300544,0.128571428571,0.05,0.8432291666670001,0.011068443457799998,0.10535714285714286,0.05,0.8649985035913808,0.011783004030228365,0.0125,0.0,0.754049863660548,0.0016629295901546821,0.12857142857142856,0.05178571428571428,0.6087406474461293,0.008603030195739844,0.04107142857142857,0.0125,0.7441072259909549,0.004165846026276118,0.9673171878673876,0.5274881342212738,0.047505126452494884
C0017638,Glioma,cancer,73.0,0.0,0.0,0.09642857142857142,0.05535714285714286,0.8310664331595607,0.01281898697903193,0.08214285714285714,0.04107142857142857,0.6570120704444504,0.01351019385909119,0.042857142857099996,0.0285714285714,0.807324636939,0.015308327755899999,0.026785714285714284,0.0125,0.7746011982339016,0.0062914992091091144,0.0,0.0,0.6798886879272283,0.000887430821506043,0.05535714285714286,0.026785714285714284,0.5495964189297018,0.00296233334235903,0.014285714285714284,0.0,0.7225376193579274,0.0012780686456162222,0.9754393871113114,0.5098336601814359,0.041476407914764084
C0017639,Gliosis,,55.0,0.0,0.0,0.18666666666666668,0.11,0.8574071404210463,0.01726413933900014,0.12666666666666665,0.05666666666666665,0.7651557219483459,0.009071515663149964,0.18666666666700002,0.09,0.815195563203,0.0160300957877,0.15,0.03666666666666667,0.8363137537593403,0.02368836884377994,0.0,0.0,0.6927793538585558,0.0015323193764195445,0.11333333333333333,0.09333333333333334,0.5603757789973026,0.048686170638752864,0.03666666666666667,0.016666666666666666,0.6278116764331999,0.002313893823174677,0.9676733304976606,0.7088199350204178,0.051178451178451184
C0017658,Glomerulonephritis,urinary system ,32.0,0.0,0.0,0.3,0.16666666666666666,0.9436713124274098,0.06351403656883425,0.26666666666666666,0.2,0.8921571815718157,0.029816732605302158,0.29166666666700003,0.166666666667,0.943147115757,0.060555169352799997,0.225,0.06666666666666668,0.9301707317073172,0.012513378228829414,0.0,0.0,0.7187158343011999,0.002510262982008256,0.125,0.06666666666666668,0.5562895857530004,0.020163731696886168,0.25,0.1,0.9392489353464964,0.012569668566076116,0.9622448979591836,0.8834080717488789,0.07459677419354839
C0017661,IGA Glomerulonephritis,urinary system ,34.0,0.0,1.0,0.05,0.0,0.7466373182177206,0.002618125945902925,0.025,0.0,0.6848073378866019,0.0022145735980250666,0.09166666666670001,0.0,0.758256477567,0.00399175245724,0.05,0.0,0.7590933729808421,0.002395179046237434,0.05833333333333333,0.0,0.6054877340519444,0.0018067505862802856,0.025,0.0,0.5181689355573108,0.000718158396709669,0.08333333333333333,0.0,0.8221046477411761,0.003076385961760088,0.9736408566721582,0.9476242838127208,0.0285204991087344
C0017668,Focal glomerulosclerosis,urinary system ,37.0,0.0,0.0,0.15833333333333333,0.10833333333333332,0.8646222506195788,0.044771415637176695,0.19166666666666665,0.125,0.895396336741016,0.06592059979020601,0.1,0.05,0.8322672707559999,0.00911155772558,0.18333333333333326,0.05,0.8269567069392811,0.00811056606441814,0.03333333333333333,0.0,0.7391910625774474,0.002472162071612172,0.125,0.05,0.5686489312267657,0.026758464991813655,0.025,0.0,0.7648849907063198,0.00185646009088604,0.973659454374412,0.7405702906334036,0.06306306306306306
C0017979,Glycosuria,,27.0,0.0,1.0,0.1,0.03333333333333333,0.7539115962223254,0.004055233489784193,0.1,0.06666666666666668,0.7707338597306085,0.005739191513667171,0.0,0.0,0.713806703824,0.00133779484368,0.16666666666666666,0.06666666666666668,0.7323018269081901,0.0077569969165432375,0.21666666666666665,0.03333333333333333,0.6266178975073541,0.005890789332842589,0.0,0.0,0.49303297724105893,0.00012539023199287176,0.03333333333333333,0.0,0.7221295866233162,0.001993774192635282,0.9689621726479146,0.9597226807527236,0.04558404558404559
C0018021,Goiter,endocrine system ,17.0,0.0,1.0,0.15,0.05,0.8966388115134635,0.053318389903269994,0.35,0.05,0.8852739090064995,0.010320420613729824,0.2,0.2,0.8845543175489999,0.013158623971500001,0.1,0.0,0.8786861652739091,0.003851387065555634,0.0,0.0,0.6816422934076137,0.00155755412414645,0.0,0.0,0.4930362116991643,7.891625322300809e-05,0.05,0.0,0.704447539461467,0.0013963979602638,0.974910394265233,0.9345159246673962,0.10294117647058824
C0018051,Gonadal Dysgenesis,endocrine system ,20.0,0.01,1.0,0.0,0.0,0.7917177415610345,0.001972853032130008,0.1,0.0,0.8522600640757766,0.005848618664487481,0.0,0.0,0.740197102661,0.00123278391332,0.1,0.1,0.7671240191298695,0.004983314023406732,0.0,0.0,0.6053303617031156,0.0017054983856877113,0.1,0.05,0.5683033848725451,0.01819599471533173,0.15,0.05,0.6421135719923852,0.004057801122576728,0.9793510324483776,0.9076495976749734,0.07368421052631577
C0018055,"Gonadal Dysgenesis, Mixed",endocrine system ,19.0,0.0,1.0,0.0,0.0,0.7914383879654564,0.0017887171846999363,0.1,0.0,0.8488183675364473,0.004956754187987075,0.05,0.0,0.744203268641,0.00143852375554,0.1,0.1,0.771037236512211,0.006623794091835092,0.0,0.0,0.6069888104745103,0.001816888899471587,0.05,0.05,0.5183849475345901,0.05008356567515047,0.1,0.1,0.6092951991828396,0.014148014284476606,0.978206202849958,0.9447826616339948,0.07602339181286549
C0018099,Gout,musculoskeletal system ,14.0,0.1,1.0,0.0,0.0,0.6855892865431927,0.0009139237180437319,0.1,0.0,0.7658404121988582,0.00209368959819146,0.0,0.0,0.670186371443,0.0009067207649439998,0.0,0.0,0.67682077705055,0.00043405225521867176,0.0,0.0,0.4925845982453697,6.498156648788272e-05,0.0,0.0,0.4930371814510514,6.498156648788272e-05,0.0,0.0,0.6249083228891055,0.0002530743683212224,0.9740259740259741,0.9919955530850472,0.054945054945054944
C0018213,Graves Disease,immune system ,11.0,0.03,1.0,0.0,0.0,0.763526872737399,0.001129346766550397,0.0,0.0,0.7709342801448065,0.0012568659525831645,0.0,0.0,0.75545112782,0.00110377806253,0.0,0.0,0.7285551842569387,0.0004258669834251426,0.0,0.0,0.4960735171261487,5.105075966009834e-05,0.0,0.0,0.4930381509328877,5.105075966009834e-05,0.1,0.0,0.5365543488350506,0.001993834655070934,0.9516908212560388,0.9885112494016276,0.09090909090909093
C0018273,Growth Disorders,,32.0,0.03,1.0,0.025,0.025,0.7154198606271778,0.0022319947193425228,0.05,0.025,0.6696482771970576,0.004055904460667727,0.025,0.0,0.677792489353,0.00124260017706,0.0,0.0,0.6870015485869144,0.0005272259260785365,0.0,0.0,0.5193854045683315,0.0002700630479312094,0.05833333333333333,0.05833333333333333,0.5225737514518002,0.0046402431554948146,0.0,0.0,0.5750065814943863,0.00040455059668662214,0.9791955617198336,0.9258036107441656,0.03024193548387097
C0018418,Gynecomastia,endocrine system ,56.0,0.0,0.0,0.08,0.0,0.7962845138985783,0.003931799052987186,0.09666666666666664,0.02,0.8111410322000527,0.0053538646608041005,0.05666666666669999,0.0,0.748091484117,0.0034179467046,0.06999999999999999,0.03333333333333333,0.7629462970714541,0.013136296405011115,0.09333333333333334,0.02,0.6997489264065238,0.003609031822492322,0.02,0.02,0.5313650527882424,0.002628188535624127,0.02,0.0,0.7365440367114708,0.0020507251602133398,0.9726333426417202,0.7198710339062818,0.031818181818181815
C0018524,Hallucinations,,33.0,0.0,1.0,0.13333333333333333,0.03333333333333333,0.8525113439261599,0.021744225087809762,0.14999999999999994,0.0,0.8787595629684694,0.006057762053618386,0.25833333333299996,0.05833333333330001,0.788415644552,0.010339544738,0.0,0.0,0.7989980177166573,0.0020171529281043554,0.0,0.0,0.5830830313448553,0.0006581472798438617,0.125,0.075,0.5855688223998018,0.012475075731091185,0.025,0.0,0.6311195254909248,0.002361355535725729,0.9809843400447428,0.86866864914932,0.032196969696969696
C0018536,Hallux Valgus,,25.0,0.0,1.0,0.2,0.16666666666666666,0.8917018855656696,0.045297041676958916,0.2333333333333333,0.2333333333333333,0.8927127840733172,0.1050169284698593,0.2,0.133333333333,0.847876029476,0.0178511555145,0.15,0.11666666666666665,0.8661449625363801,0.027686274876189392,0.03333333333333333,0.0,0.623402377856214,0.0016079311113083995,0.03333333333333333,0.03333333333333333,0.534691389559725,0.008636988546833129,0.16666666666666666,0.08333333333333333,0.7173811071892995,0.010991629947846623,0.9800703399765534,0.8910667930921922,0.05666666666666665
C0018553,"Hamartoma Syndrome, Multiple",monogenic ,9.0,0.0,0.0,0.4444444444444444,0.3333333333333333,0.9570210176762991,0.1369980808160601,0.6666666666666666,0.4444444444444444,0.9806994204154034,0.14237498179358546,0.444444444444,0.33333333333299997,0.928634779201,0.178347092501,0.3333333333333333,0.3333333333333333,0.9410566590351258,0.040944250794572784,0.2222222222222222,0.0,0.8185033929418559,0.004946614639259451,0.0,0.0,0.5488521749891714,0.0011413596694023664,0.3333333333333333,0.1111111111111111,0.7660984262525008,0.008416722431499013,0.9795291709314228,0.9461214849804414,0.2777777777777778
C0018564,Hand deformities,,32.0,0.0,0.0,0.35,0.1,0.8112930700735579,0.02923935771415298,0.45,0.2916666666666667,0.7142473867595819,0.11226443787692572,0.416666666667,0.1,0.7895958188150001,0.0249985222183,0.14999999999999994,0.025,0.8435594270228416,0.031404651419439863,0.1,0.03333333333333333,0.7666806039488966,0.011195047370258036,0.09166666666666663,0.0,0.6225745257452575,0.0030250086972394524,0.16666666666666666,0.03333333333333333,0.7823557878435927,0.007622371659430424,0.9562710235463721,0.5545094081176556,0.18346774193548387
C0018671,Head and Neck Neoplasms,cancer,26.0,0.11,0.0,0.15,0.03333333333333333,0.7018357252333843,0.0061979579282073006,0.13333333333333333,0.13333333333333333,0.6676338767358692,0.04706504109441731,0.166666666667,0.06666666666669999,0.7296011177680001,0.024444619932200002,0.03333333333333333,0.03333333333333333,0.7938623380242442,0.0049613538437692775,0.0,0.0,0.6777185608347653,0.0007903449613336648,0.06666666666666668,0.06666666666666668,0.5434636880157294,0.005346617717528387,0.0,0.0,0.6177588902822286,0.0005963745116803105,0.9804186360567184,0.8152627955014918,0.08923076923076922
C0018681,Headache,,37.0,0.04,1.0,0.10833333333333332,0.025,0.6995833333333333,0.0064165480599118144,0.10833333333333332,0.0,0.6368670616480794,0.003051765330055546,0.108333333333,0.05833333333330001,0.691848474287,0.00580004041833,0.075,0.05,0.7179960501858736,0.005337263526156872,0.0,0.0,0.6179733968401487,0.0005858021555280796,0.025,0.0,0.5430611059479554,0.001384491757817757,0.025,0.0,0.6524690210656753,0.0008803763956048889,0.9872093023255814,0.7313115691086979,0.04954954954954955
C0018772,"Hearing Loss, Partial",,182.0,0.0,0.0,0.1038011695906433,0.04385964912280702,0.8111489141958209,0.014017258795598895,0.12573099415204678,0.06578947368421054,0.8601175814780617,0.0269162963765906,0.0821637426901,0.04385964912280001,0.739962449985,0.0169464965884,0.09298245614035086,0.01111111111111111,0.7907811839540371,0.008084916634832729,0.01111111111111111,0.0,0.6722399233952328,0.0024633513233041,0.03888888888888888,0.02222222222222222,0.5154256010396361,0.0029992964599703828,0.05497076023391813,0.010818713450292398,0.6349821141547827,0.003787984599932953,0.9537787717826856,0.5206468592192802,0.015056766437981909
