Disease ID,Disease Name,Fold Mean Rank,Fold Recall-at-25,Fold Mean Average Precision,Fold Recall-at-100,Full Recall-at-50,Fold Recall-at-50,Full Recall-at-25,Full Mean Average Precision,Fold Recall-at-10,Full Recall-at-10,Full Recall-at-100,Fold AUROC,Full Mean Rank,Full AUROC
C0162871,"Aortic Aneurysm, Abdominal",360.25,0.25,0.0221621103982,0.45,0.05,0.45,0.05,0.00247464223961,0.05,0.0,0.15,0.983328692101,3641.25,0.831052167456
C0041755,Adverse reaction to drug,537.156666667,0.07,0.0128138285897,0.333333333333,0.0,0.146666666667,0.0,0.0015365005719,0.0,0.0,0.0333333333333,0.975166635665,5296.8,0.753826729911
C0007959,Charcot-Marie-Tooth Disease,598.85,0.05,0.010494300847,0.2,0.05,0.116666666667,0.0,0.0010096561344,0.05,0.0,0.05,0.972273318469,6022.66666667,0.720330886907
C0751778,"Myoclonic Epilepsies, Progressive",525.8,0.15,0.00996173006748,0.15,0.0,0.15,0.0,0.00124549016351,0.15,0.0,0.15,0.975646321652,5186.45,0.759324669297
C0019163,Hepatitis B,539.85,0.35,0.0313642431395,0.4,0.15,0.35,0.1,0.00705026571455,0.15,0.1,0.2,0.974998839422,5341.6,0.752086718351
C0004782,Basal Ganglia Diseases,730.45,0.05,0.00389107313761,0.3,0.0,0.05,0.0,0.000454816807143,0.0,0.0,0.0,0.966147598051,7347.15,0.659036899513
C0024117,Chronic Obstructive Airway Disease,624.66,0.07,0.00933246832642,0.23,0.025,0.115,0.025,0.00124052593818,0.025,0.0,0.025,0.971091069685,6207.035,0.711578959602
C2931673,"Ceroid lipofuscinosis, neuronal 1, infantile",273.6,0.1,0.0061598323073,0.2,0.0,0.2,0.0,0.000629599842082,0.0,0.0,0.0,0.98734858681,2768.3,0.871569127953
C0024115,Lung diseases,612.145,0.09,0.0147180074875,0.285,0.05,0.175,0.025,0.00197557126237,0.05,0.0,0.05,0.971671857568,6128.68,0.715218017851
C0011615,"Dermatitis, Atopic",521.5,0.2,0.0698697741597,0.25,0.15,0.25,0.1,0.00671456182294,0.175,0.0,0.2,0.97587953711,5106.9,0.762773039922
C0011616,Contact Dermatitis,474.628571429,0.0714285714286,0.0160806226,0.185714285714,0.0142857142857,0.114285714286,0.0142857142857,0.00181847680966,0.0285714285714,0.0,0.0428571428571,0.978096722935,4649.52857143,0.783797844544
C0042487,Venous Thrombosis,201.55,0.65,0.350342543197,0.7,0.5,0.65,0.25,0.0737361736214,0.6,0.15,0.55,0.990711333983,1979.95,0.908137159307
C0010068,Coronary heart disease,803.163333333,0.0566666666667,0.00709076951662,0.146666666667,0.0,0.126666666667,0.0,0.000753192092283,0.0166666666667,0.0,0.0166666666667,0.962797751938,7943.78666667,0.630664418605
C0033578,Prostatic Neoplasms,585.735152636,0.0619333950046,0.0664937458805,0.185892691952,0.0106845513414,0.115309898242,0.00642923219241,0.00702907665119,0.0234967622572,0.00430157261795,0.0298797409806,0.973358297939,5687.18617021,0.731453121082
C0018800,Cardiomegaly,376.64047619,0.164285714286,0.0324275860018,0.254761904762,0.0285714285714,0.192857142857,0.0285714285714,0.00434264580515,0.0904761904762,0.0142857142857,0.104761904762,0.982651320265,3734.08095238,0.826425901429
C0677776,Hereditary Breast and Ovarian Cancer Syndrome,9.65,0.85,0.307095521542,1.0,0.5,1.0,0.35,0.0391188341556,0.75,0.3,0.7,0.999607761222,97.35,0.99553683331
C0029456,Osteoporosis,438.230952381,0.0452380952381,0.0149243978453,0.27619047619,0.0,0.12619047619,0.0,0.00150917727424,0.0166666666667,0.0,0.0166666666667,0.979781290017,4338.95238095,0.798301740907
C0018801,Heart failure,477.2,0.1,0.0188079118246,0.275,0.0125,0.1625,0.0125,0.00230425254831,0.025,0.0,0.05,0.977990408344,4681.65,0.782225171113
C0037274,Dermatologic disorders,640.7,0.0333333333333,0.00866470449195,0.140476190476,0.0166666666667,0.0785714285714,0.0,0.000921623249949,0.0166666666667,0.0,0.0166666666667,0.970362443586,6309.26666667,0.70662231114
C0241910,"Hepatitis, Autoimmune",453.65,0.2,0.0112618727486,0.45,0.0,0.25,0.0,0.00125286523816,0.0,0.0,0.0,0.97900185701,4501.15,0.791095636026
C0023893,"Liver Cirrhosis, Experimental",565.710909091,0.0481818181818,0.0238200360606,0.260909090909,0.0,0.15,0.0,0.00256610402928,0.00909090909091,0.0,0.0,0.973899046408,5558.36,0.741136130536
C0024232,Lymphatic Metastasis,477.4,0.1,0.00956458112433,0.3,0.0,0.25,0.0,0.000889932961614,0.1,0.0,0.1,0.977895372047,4673.95,0.783096597503
C1269683,Major Depressive Disorder,851.966666667,0.0,0.00243920663277,0.0666666666667,0.0,0.0,0.0,0.000256352628974,0.0,0.0,0.0,0.960516739447,8487.50833333,0.605804221252
C0021364,Male infertility,520.15,0.165,0.0215589580379,0.285,0.05,0.235,0.05,0.0024442949113,0.075,0.0,0.1,0.975945430882,5169.515,0.759836618016
C0023418,leukemia,351.183333333,0.166666666667,0.0536598286353,0.341666666667,0.0666666666667,0.25,0.0666666666667,0.00376050201876,0.0666666666667,0.0,0.0666666666667,0.983782423539,3483.04166667,0.838283778552
C0021368,Inflammation,418.074545455,0.0827272727273,0.0352850398398,0.275454545455,0.0181818181818,0.174545454545,0.0,0.00284598637701,0.0454545454545,0.0,0.0454545454545,0.980784942864,4160.67545455,0.806288443932
C0042373,Vascular Diseases,484.05,0.0,0.00501255602716,0.4,0.0,0.1,0.0,0.000528924621435,0.0,0.0,0.0,0.977587967691,4779.1,0.778207687309
C0003504,Aortic Valve Insufficiency,82.6,0.45,0.169386942476,0.8,0.25,0.65,0.15,0.0650402513861,0.25,0.15,0.25,0.996215074724,797.15,0.963051146384
C0019080,Hemorrhage,400.6,0.15,0.0172603281289,0.4,0.0,0.3,0.0,0.00141032890762,0.1,0.0,0.05,0.981463256116,4005.25,0.814124228216
C0021361,Female infertility,399.116666667,0.25,0.0590647983172,0.416666666667,0.0833333333333,0.35,0.0833333333333,0.00448496450168,0.116666666667,0.0,0.116666666667,0.98154822728,3960.8,0.816119368323
C0009324,Ulcerative Colitis,619.102777778,0.1125,0.0299565858256,0.248611111111,0.025,0.1625,0.0125,0.00321945723886,0.0375,0.0125,0.05,0.971385952795,6136.35833333,0.714488751009
C0021400,Influenza,794.4,0.08,0.0150250970611,0.2,0.02,0.1,0.02,0.00139020621396,0.04,0.0,0.06,0.963203143163,7974.7,0.629346724322
C0027707,"Nephritis, Interstitial",110.2,0.6,0.0665395614193,0.7,0.2,0.7,0.1,0.0112133962742,0.5,0.1,0.4,0.994932009096,1097.3,0.94912052722
C0008074,"Child Development Disorders, Pervasive",609.926666667,0.0766666666667,0.0127952217762,0.136666666667,0.02,0.0966666666667,0.02,0.00178740139993,0.0366666666667,0.02,0.0366666666667,0.971782066186,6076.69,0.717572270015
C0038587,Substance Withdrawal Syndrome,391.433333333,0.283333333333,0.0444460000079,0.453333333333,0.0766666666667,0.38,0.0566666666667,0.00523403961224,0.136666666667,0.0,0.116666666667,0.981942183988,3894.58,0.819043013253
C0026603,Motion Sickness,878.9,0.0,0.00162242847337,0.1,0.0,0.0,0.0,0.000171211963657,0.0,0.0,0.0,0.95926054867,8801.9,0.591484472915
C0027051,Myocardial Infarction,444.030555556,0.0694444444444,0.0237415742973,0.284722222222,0.0222222222222,0.166666666667,0.0111111111111,0.00235589109448,0.0347222222222,0.0,0.0333333333333,0.979543078778,4345.70833333,0.797824843846
C0455806,Infant length,880.6,0.0,0.00202593433593,0.1,0.0,0.1,0.0,0.000189282523255,0.0,0.0,0.0,0.959178037687,8781.0,0.592509050404
C0035126,Reperfusion Injury,309.136111111,0.163888888889,0.0353713018271,0.377777777778,0.0361111111111,0.222222222222,0.0,0.00371330143417,0.0708333333333,0.0,0.0708333333333,0.985824044751,3081.29305556,0.856718374834
C0011881,Diabetic Nephropathy,335.725,0.1,0.0213408151153,0.35,0.05,0.15,0.0,0.0019074695541,0.05,0.0,0.075,0.984508596654,3322.31666667,0.84572645601
C0002736,Amyotrophic Lateral Sclerosis,653.173809524,0.107142857143,0.0174649330973,0.185714285714,0.047619047619,0.154761904762,0.0142857142857,0.0022136001928,0.047619047619,0.0,0.047619047619,0.969780006736,6441.34761905,0.700445791568
C0020542,Pulmonary Hypertension,531.175,0.166666666667,0.0133905383533,0.233333333333,0.0,0.166666666667,0.0,0.00147851104193,0.0333333333333,0.0,0.1,0.975419260429,5342.38333333,0.751913190251
C1955869,Malformations of Cortical Development,287.35,0.1,0.00731561572326,0.45,0.0,0.2,0.0,0.000917808871939,0.0,0.0,0.0,0.986712150747,2862.8,0.867179522881
C0023290,"Leishmaniasis, Visceral",379.75,0.25,0.117948844898,0.25,0.25,0.25,0.2,0.0140332098912,0.25,0.1,0.25,0.982425156649,3770.15,0.825061499188
C0238463,Papillary thyroid carcinoma,206.466666667,0.233333333333,0.050463375857,0.35,0.0333333333333,0.3,0.0333333333333,0.00561725557105,0.133333333333,0.0333333333333,0.0333333333333,0.990494326011,2067.46666667,0.904060811543
C0008073,Developmental Disabilities,581.9,0.05,0.00345687964498,0.1,0.0,0.1,0.0,0.000349317739419,0.0,0.0,0.0,0.973049958213,5872.0,0.727432909277
C0009952,Febrile Convulsions,674.95,0.0,0.00221645169908,0.1,0.0,0.1,0.0,0.000215951180548,0.0,0.0,0.0,0.968722732758,6787.65,0.685020421424
C0008370,Cholestasis,546.483333333,0.0833333333333,0.010850647039,0.233333333333,0.025,0.133333333333,0.0,0.00118095246558,0.025,0.0,0.025,0.974718452768,5459.65,0.746390231434
C0400966,Non-alcoholic Fatty Liver Disease,655.925,0.05,0.00525924517436,0.1,0.0,0.05,0.0,0.000515225647702,0.0,0.0,0.0,0.969632151322,6520.075,0.697096481852
C0011581,Depressive disorder,531.008333333,0.141666666667,0.0533122143921,0.258333333333,0.0916666666667,0.2,0.0583333333333,0.0052758213912,0.116666666667,0.0583333333333,0.116666666667,0.975432910491,5271.55,0.755157752893
C0334634,"Malignant lymphoma, lymphocytic, intermediate differentiation, diffuse",376.95,0.5,0.0386370816503,0.7,0.1,0.6,0.1,0.00411997545189,0.3,0.0,0.3,0.98255546788,3785.7,0.824303750464
C0002895,"Anemia, Sickle Cell",440.7,0.3,0.0101472104228,0.3,0.0,0.3,0.0,0.0010225997882,0.0,0.0,0.0,0.979593446884,4361.0,0.797651645241
C0018621,Hay fever,943.6,0.1,0.00421436973236,0.1,0.0,0.1,0.0,0.000507891820302,0.0,0.0,0.0,0.956237527266,9488.0,0.559618508377
C0022336,Creutzfeldt-Jakob disease,1023.15,0.0,0.0012942758274,0.0,0.0,0.0,0.0,0.000128066621398,0.0,0.0,0.0,0.952554075381,10206.8,0.526250928333
C0013080,Down Syndrome,788.092222222,0.01,0.016800237493,0.0633333333333,0.01,0.0211111111111,0.01,0.00319276781882,0.01,0.01,0.01,0.963525128269,7851.17888889,0.634412940269
C0349788,Arrhythmogenic Right Ventricular Dysplasia,231.1,0.5,0.0385217909663,0.6,0.2,0.5,0.2,0.00622235325367,0.2,0.0,0.3,0.989321019167,2244.4,0.895883417645
C0020445,"Hypercholesterolemia, Familial",193.45,0.4,0.0378588305911,0.6,0.1,0.5,0.05,0.00353996728003,0.25,0.0,0.15,0.991079801309,1930.4,0.91044519753
C1527249,Colorectal Cancer,750.583333333,0.0333333333333,0.00697316338777,0.183333333333,0.0,0.116666666667,0.0,0.000665652049165,0.0333333333333,0.0,0.0333333333333,0.965222877669,7443.76666667,0.654313561553
C0235032,Neurotoxicity Syndromes,640.383333333,0.0333333333333,0.00782329303198,0.216666666667,0.0,0.133333333333,0.0,0.000792974684167,0.0333333333333,0.0,0.0333333333333,0.970341213444,6428.43333333,0.701517192265
C0023470,Myeloid Leukemia,375.5,0.25,0.0337764234254,0.35,0.05,0.3,0.0,0.00284793922105,0.25,0.0,0.25,0.982629990715,3735.65,0.826634168988
C0751617,Semilobar Holoprosencephaly,482.25,0.5,0.104236546319,0.5,0.3,0.5,0.15,0.00724147485178,0.4,0.0,0.4,0.977670240914,4861.1,0.774410481363
C0376634,Craniofacial Abnormalities,533.607142857,0.0833333333333,0.0418592140784,0.215238095238,0.0428571428571,0.138571428571,0.0357142857143,0.00659179459577,0.0561904761905,0.0,0.0495238095238,0.97544300926,5212.13095238,0.756953922144
C1832200,Peroxisome biogenesis disorders,3.7,1.0,0.622321428571,1.0,0.9,1.0,0.7,0.259303739739,0.9,0.65,1.0,0.999877007333,18.85,0.999173860577
C1961102,Precursor Cell Lymphoblastic Leukemia Lymphoma,431.535,0.115,0.0586491612919,0.28,0.07,0.185,0.045,0.00308190329562,0.095,0.0,0.095,0.980064841499,4320.34,0.799307892535
C0878544,Cardiomyopathies,450.022222222,0.144444444444,0.030103559323,0.3,0.0111111111111,0.2,0.0,0.00297104801511,0.0666666666667,0.0,0.0666666666667,0.979269473041,4393.48888889,0.795570462156
C0014544,Epilepsy,631.15952381,0.0642857142857,0.0136812030471,0.204761904762,0.0166666666667,0.0928571428571,0.0166666666667,0.00144857866098,0.0333333333333,0.0,0.0333333333333,0.97080536318,6226.20238095,0.710499497091
C0004153,Atherosclerosis,391.606666667,0.133333333333,0.0241328782232,0.333333333333,0.0166666666667,0.26,0.0166666666667,0.00230077944124,0.0333333333333,0.0,0.0166666666667,0.981937094049,3846.03666667,0.821288347362
C0265965,Dyskeratosis Congenita,224.0,0.45,0.271723253557,0.65,0.4,0.55,0.25,0.164991892804,0.4,0.25,0.4,0.989654212114,2168.15,0.899417498259
C0041948,Uremia,225.85,0.25,0.074643729125,0.5,0.1,0.3,0.05,0.0522988149054,0.15,0.05,0.15,0.989577530176,2259.35,0.895170612813
C0003864,Arthritis,740.666666667,0.0,0.00137048917135,0.111111111111,0.0,0.0,0.0,0.000133056141571,0.0,0.0,0.0,0.965673535054,7504.77777778,0.651764536023
C0040053,Thrombosis,194.9,0.45,0.133514247587,0.65,0.3,0.575,0.15,0.0384668398243,0.3,0.05,0.35,0.991058233025,1938.475,0.910025793559
C0032273,Pneumoconiosis,986.05,0.0,0.00178828609735,0.05,0.0,0.05,0.0,0.000184084602822,0.0,0.0,0.0,0.954284454347,9844.25,0.543099846818
C0024299,Lymphoma,433.25,0.15,0.010214983151,0.35,0.0,0.2,0.0,0.00118081698411,0.0,0.0,0.05,0.979945909555,4313.75,0.79972374408
C0004096,Asthma,716.764545455,0.0472727272727,0.0138376445371,0.170909090909,0.01,0.115454545455,0.0,0.00151417028393,0.02,0.0,0.02,0.96685462682,7064.70545455,0.670932758971
C0017661,IGA Glomerulonephritis,625.293853821,0.0326135105205,0.0426104788453,0.121207087486,0.00697674418605,0.0605204872647,0.0,0.00446415877997,0.0093023255814,0.0,0.0093023255814,0.971443340606,6068.9414175,0.71378987298
C0022521,Kartagener Syndrome,1249.0,0.05,0.00621303800888,0.0833333333333,0.0,0.05,0.0,0.00050552962497,0.05,0.0,0.05,0.942081920773,12446.8833333,0.422086642208
C0022665,Kidney Neoplasm,359.2,0.133333333333,0.0194505500623,0.333333333333,0.0666666666667,0.233333333333,0.0,0.00262567818367,0.0666666666667,0.0,0.1,0.983402229447,3628.25,0.83156525778
C0027765,nervous system disorder,597.163333333,0.0366666666667,0.00759759093471,0.156666666667,0.0,0.116666666667,0.0,0.000764512937281,0.0,0.0,0.0166666666667,0.972374531139,5974.53333333,0.722334077312
C0017668,Focal glomerulosclerosis,173.683333333,0.35,0.154640491403,0.5,0.166666666667,0.4,0.133333333333,0.0110231297193,0.216666666667,0.133333333333,0.25,0.99200913242,1703.91666667,0.920951164771
C0020672,"Hypothermia, natural",298.85,0.0,0.00425756514662,0.45,0.0,0.05,0.0,0.000439663546439,0.0,0.0,0.0,0.986180088188,2874.35,0.866639591553
C0011609,Drug Eruptions,631.95,0.1,0.00517842036781,0.25,0.0,0.15,0.0,0.000519304403503,0.0,0.0,0.0,0.970725196156,6394.95,0.703164028042
C0030567,Parkinson Disease,586.148888889,0.0844444444444,0.0185571659787,0.2,0.0222222222222,0.157777777778,0.0,0.00181891376212,0.0222222222222,0.0,0.0222222222222,0.972934677373,5811.17444444,0.72947092659
C0242350,Erectile dysfunction,306.1,0.4,0.0251935696827,0.5,0.1,0.4,0.0,0.00260466176723,0.2,0.0,0.2,0.985840256184,3039.9,0.858964124936
C0007131,Non-Small Cell Lung Carcinoma,486.441666667,0.107575757576,0.0307620543703,0.206818181818,0.0537878787879,0.134848484848,0.0181818181818,0.00350489313323,0.0628787878788,0.00909090909091,0.0537878787879,0.97759930509,4859.68484848,0.773676450225
C0030193,Pain,465.965,0.05,0.00934449322617,0.255,0.0,0.165,0.0,0.00100326949979,0.0,0.0,0.0,0.978467134623,4611.285,0.785769105615
C0346647,Malignant neoplasm of pancreas,731.3,0.0,0.00142839852937,0.0,0.0,0.0,0.0,0.000138036816839,0.0,0.0,0.0,0.966108893427,7281.1,0.662089212774
C0038356,Stomach Neoplasms,477.198768473,0.0958128078818,0.0592372909751,0.230665024631,0.0177339901478,0.152832512315,0.00714285714286,0.00606512018095,0.0354679802956,0.00357142857143,0.0497536945813,0.978256476009,4661.47130542,0.781581662837
C0029463,Osteosarcoma,520.608333333,0.191666666667,0.0547327166149,0.25,0.0583333333333,0.216666666667,0.0583333333333,0.00369141353405,0.0833333333333,0.0,0.108333333333,0.97591495524,5207.8,0.758121147353
C0030354,Papilloma,347.45,0.2,0.0311468313932,0.4,0.1,0.2,0.1,0.00312684021613,0.1,0.0,0.1,0.983922769888,3462.25,0.839357653393
C0034065,Pulmonary Embolism,595.5,0.25,0.021202294115,0.25,0.1,0.25,0.0,0.00217385546991,0.25,0.0,0.25,0.972410192147,5806.1,0.730574120486
C0006142,Malignant neoplasm of breast,693.880952381,0.0642857142857,0.040054312037,0.147619047619,0.0333333333333,0.0809523809524,0.0333333333333,0.00185746865701,0.0333333333333,0.0,0.05,0.967886053235,6908.83571429,0.678751481518
C0162557,"Liver Failure, Acute",495.5,0.15,0.0108536976904,0.416666666667,0.0,0.25,0.0,0.00114807250666,0.0,0.0,0.0,0.977065242628,4922.28333333,0.771502979646
C0042900,Vitiligo,608.958333333,0.0,0.00319386546332,0.0666666666667,0.0,0.0,0.0,0.000325730721208,0.0,0.0,0.0,0.971805800737,6103.425,0.71655788349
C0038358,Gastric ulcer,316.0,0.25,0.0223681081922,0.45,0.0,0.25,0.0,0.00191354480313,0.1,0.0,0.15,0.98539393658,3162.3,0.853247597381
C0860207,Drug-Induced Liver Injury,569.570454545,0.0598484848485,0.0204737221705,0.193181818182,0.0166666666667,0.118181818182,0.00833333333333,0.00217351804783,0.0348484848485,0.0,0.0348484848485,0.973730853879,5679.1719697,0.735379296746
C0009319,Colitis,478.916666667,0.166666666667,0.053386107518,0.3,0.133333333333,0.166666666667,0.0833333333333,0.00462709742396,0.133333333333,0.0333333333333,0.133333333333,0.977837892227,4770.6,0.778530627409
C0079772,T-Cell Lymphoma,237.5,0.4,0.0669225091194,0.65,0.2,0.5,0.2,0.0102695513706,0.3,0.1,0.3,0.989025805254,2363.25,0.890364800891
C0243026,Sepsis,399.65,0.15,0.0206832468791,0.383333333333,0.05,0.333333333333,0.0,0.00164418643518,0.15,0.0,0.15,0.981514673105,3993.85,0.814622028232
C0265215,Meckel-Gruber syndrome,10.75,0.9,0.322528485229,1.0,0.5,1.0,0.4,0.0245465101034,0.65,0.2,0.6,0.999556700552,107.65,0.99505871977
C0079773,"Lymphoma, T-Cell, Cutaneous",135.083333333,0.25,0.0733305549794,0.616666666667,0.1,0.35,0.05,0.00550730213132,0.15,0.05,0.1,0.99379952947,1354.65,0.937170319465
C1834752,"MYCOBACTERIUM TUBERCULOSIS, SUSCEPTIBILITY TO (finding)",413.7,0.4,0.0381821453383,0.4,0.1,0.4,0.1,0.0045930768102,0.2,0.0,0.2,0.980846521558,4049.3,0.812117696199
C0424295,Hyperactive behavior,360.466666667,0.133333333333,0.0170530375298,0.333333333333,0.0333333333333,0.166666666667,0.0,0.00136050597994,0.0333333333333,0.0,0.0333333333333,0.983348043542,3649.53333333,0.830560071848
C0037268,Skin Abnormalities,723.8,0.0,0.00305439522188,0.2,0.0,0.1,0.0,0.000328836246469,0.0,0.0,0.0,0.966454726876,7139.6,0.668703299763
C3495498,"Cardiomyopathy, Familial Hypertrophic, 1 (disorder)",250.9,0.2,0.0461906802901,0.5,0.2,0.4,0.0,0.00369740414084,0.2,0.0,0.2,0.98840209774,2558.2,0.881319905323
C0282527,Infantile Refsum Disease (disorder),7.65,0.9,0.658194444444,1.0,0.8,1.0,0.65,0.549333967042,0.8,0.6,0.9,0.999698291868,64.6,0.997054864463
C0019569,Hirschsprung Disease,285.3,0.5,0.18520387455,0.7,0.4,0.5,0.4,0.110055758812,0.5,0.1,0.5,0.986805587785,2808.9,0.869684874925
C0000768,Congenital Abnormality,405.1,0.3,0.035353627459,0.3,0.2,0.3,0.2,0.00495940618502,0.3,0.0,0.2,0.98124709923,4050.1,0.812074166899
C0282525,"Adrenoleukodystrophy, Neonatal",7.65,0.9,0.658194444444,1.0,0.8,1.0,0.65,0.549333967042,0.8,0.6,0.9,0.999698291868,64.6,0.997054864463
C0393706,Early infantile epileptic encephalopathy with suppression bursts,569.0,0.05,0.0114295887914,0.15,0.05,0.1,0.05,0.0014343539021,0.05,0.0,0.05,0.973647801662,5658.9,0.73733692372
C0919267,ovarian neoplasm,471.195555556,0.167777777778,0.0427661154024,0.303333333333,0.0522222222222,0.22,0.0322222222222,0.00429881811103,0.0733333333333,0.0111111111111,0.0733333333333,0.978292378585,4695.52555556,0.781445920058
C0005695,Bladder Neoplasm,562.405454545,0.114545454545,0.0409966842754,0.219090909091,0.0672727272727,0.143636363636,0.0481818181818,0.00465430304599,0.0672727272727,0.01,0.0672727272727,0.97405435644,5583.78,0.739976606304
C1720887,Female Urogenital Diseases,290.25,0.3,0.0270931050762,0.35,0.15,0.3,0.0,0.00273890477302,0.2,0.0,0.2,0.986589442407,2898.0,0.865518362041
C0524909,"Hepatitis B, Chronic",642.45,0.05,0.00404402803855,0.15,0.0,0.05,0.0,0.000419589983873,0.0,0.0,0.0,0.970234889982,6382.5,0.703776343886
C0003130,Anoxia,397.733333333,0.116666666667,0.0112740194827,0.316666666667,0.0,0.15,0.0,0.00107735058606,0.0333333333333,0.0,0.0,0.981619047619,3979.175,0.815231513744
C2239176,Liver carcinoma,411.317748918,0.0917748917749,0.0562758579477,0.261688311688,0.0277056277056,0.142207792208,0.0231601731602,0.00663715351608,0.0417748917749,0.0047619047619,0.0645021645022,0.981257368842,3981.57878788,0.81395377662
C0206754,Neuroendocrine Tumors,193.9,0.4,0.133189551777,0.4,0.2,0.4,0.2,0.00579663304545,0.4,0.0,0.4,0.991047477607,1941.0,0.909964264167
C0002171,Alopecia Areata,453.111111111,0.333333333333,0.158145190898,0.333333333333,0.333333333333,0.333333333333,0.222222222222,0.0160189608072,0.333333333333,0.111111111111,0.333333333333,0.979018418827,4512.22222222,0.790643112019
C0236969,Substance-Related Disorders,921.78,0.0190909090909,0.00743153688305,0.0672727272727,0.0,0.0290909090909,0.0,0.000722728456109,0.0,0.0,0.0,0.957297327649,9134.26909091,0.574468792908
C0027659,"Neoplasms, Experimental",332.941666667,0.158333333333,0.0186119987746,0.4,0.0333333333333,0.216666666667,0.0333333333333,0.00219868077469,0.0916666666667,0.0,0.0916666666667,0.984631496624,3314.025,0.846131062999
C0027658,"Neoplasms, Germ Cell and Embryonal",637.35,0.2,0.00843814097347,0.25,0.0,0.2,0.0,0.000808893062436,0.0,0.0,0.0,0.970469736354,6300.35,0.707612328258
C0917796,"Optic Atrophy, Hereditary, Leber",247.9,0.65,0.0952170409302,0.75,0.1,0.75,0.05,0.00746507761806,0.5,0.05,0.5,0.988548484426,2451.45,0.886262359003
C0017658,Glomerulonephritis,237.566666667,0.35,0.120559226708,0.483333333333,0.183333333333,0.383333333333,0.1,0.00840986402797,0.283333333333,0.0,0.316666666667,0.989053524703,2400.63333333,0.888581293449
C0273115,Lung Injury,429.35,0.05,0.0187024526422,0.3,0.05,0.15,0.05,0.00563195287493,0.05,0.05,0.05,0.980134187677,4318.25,0.799564702605
C0018784,Sensorineural Hearing Loss (disorder),353.333333333,0.333333333333,0.0269870799349,0.333333333333,0.111111111111,0.333333333333,0.111111111111,0.00592750231527,0.111111111111,0.0,0.111111111111,0.983648907865,3575.33333333,0.834122269662
C0002170,Alopecia,536.7,0.15,0.00821587345225,0.2,0.0,0.2,0.0,0.000698536981614,0.0,0.0,0.0,0.97514273778,5315.7,0.753307338811
C1840235,SOLITARY MEDIAN MAXILLARY CENTRAL INCISOR,486.2,0.4,0.05869183378,0.55,0.3,0.5,0.15,0.00724147485178,0.4,0.0,0.4,0.977486886692,4861.1,0.774410481363
C0033860,Psoriasis,600.526190476,0.111904761905,0.0349385344254,0.190476190476,0.05,0.140476190476,0.0333333333333,0.00304646407597,0.0642857142857,0.0,0.0642857142857,0.972229939759,5942.05714286,0.723684732349
C0206062,"Lung Diseases, Interstitial",665.7,0.0,0.0021758908817,0.0,0.0,0.0,0.0,0.000208442987066,0.0,0.0,0.0,0.969156763532,6670.55,0.690401309071
C0346153,"Breast Cancer, Familial",34.5,0.8,0.184934348796,0.95,0.65,0.85,0.5,0.0317605130253,0.65,0.1,0.65,0.998449756324,306.7,0.985815734509
C0040128,Thyroid Diseases,785.9,0.0,0.00161251645394,0.1,0.0,0.0,0.0,0.000168289043548,0.0,0.0,0.0,0.963572754699,7774.8,0.63916686006
C0024530,Malaria,603.65,0.05,0.00522276056447,0.25,0.0,0.15,0.0,0.000494593862707,0.0,0.0,0.0,0.972041138506,5957.7,0.723443376515
C0043459,Zellweger Syndrome,9.6,0.9,0.603198023728,1.0,0.7,0.9,0.6,0.359820356324,0.8,0.5,0.85,0.999612385108,89.35,0.995910314734
C0017178,Gastrointestinal Diseases,377.85,0.0,0.00531725144453,0.4,0.0,0.2,0.0,0.000484109551821,0.0,0.0,0.0,0.982513344163,3698.55,0.82838477605
C0020443,Hypercholesterolemia,541.266666667,0.1,0.00738492398856,0.25,0.0,0.2,0.0,0.000765914253325,0.0,0.0,0.0,0.97493886206,5367.35,0.750845096582
C0018273,Growth Disorders,670.433333333,0.0333333333333,0.00355393823556,0.0583333333333,0.0,0.0333333333333,0.0,0.000357690525797,0.0,0.0,0.0,0.968950832365,6710.85833333,0.688327138986
C0007273,Carotid Artery Diseases,510.6,0.1,0.0144288316878,0.2,0.1,0.1,0.1,0.00296118985815,0.1,0.0,0.1,0.976350598719,5050.45,0.76564559547
C3809874,"LEUKEMIA, ACUTE LYMPHOBLASTIC, SUSCEPTIBILITY TO, 3",307.883333333,0.2,0.0243318384497,0.35,0.05,0.25,0.05,0.0035368164101,0.05,0.0,0.05,0.985775755324,3087.81666667,0.856692669638
C0014556,"Epilepsy, Temporal Lobe",363.8,0.183333333333,0.0166823171395,0.383333333333,0.05,0.233333333333,0.05,0.00283819477193,0.0833333333333,0.0,0.0833333333333,0.983182409213,3604.76666667,0.832677780874
C1261473,Sarcoma,303.0,0.25,0.0419255229712,0.3,0.2,0.3,0.2,0.00682377052917,0.2,0.0,0.25,0.985989138507,2967.8,0.862298087635
C0025261,Memory Disorders,582.0,0.108333333333,0.0362623413617,0.158333333333,0.025,0.108333333333,0.025,0.00431721276872,0.075,0.025,0.05,0.973063519353,5813.94166667,0.729955624739
C0008925,Cleft Palate,259.375,0.275,0.117422914991,0.475,0.15,0.375,0.1,0.0731001098506,0.15,0.075,0.15,0.988061765116,2618.675,0.878414160896
C0018099,Gout,921.7,0.0,0.000752124889242,0.0,0.0,0.0,0.0,7.60947790297e-05,0.0,0.0,0.0,0.957270153618,9127.7,0.576428273077
